tx_est_id;mes;ano;linkou;payment_bill_card;pos;emission_bill;linkou_pix;pos_pix;tef
1650;1;2021;0;0;1;0;0;0;0
1650;6;2021;0;0;1;0;0;0;0
1650;2;2021;0;0;1;0;0;0;0
1650;11;2021;0;0;1;0;0;0;0
1650;5;2021;0;0;1;0;0;0;0
1650;12;2021;0;0;1;0;0;0;0
1758;6;2021;0;0;1;0;0;0;0
1758;1;2021;0;0;1;0;0;0;0
1758;2;2021;0;0;1;0;0;0;0
1758;7;2021;0;0;1;0;0;0;0
1758;3;2021;0;0;1;0;0;0;0
1758;9;2021;0;0;1;0;0;0;0
1758;4;2021;0;0;1;0;0;0;0
1758;5;2021;0;0;1;0;0;0;0
1760;3;2021;0;0;1;0;0;0;0
1760;2;2021;0;0;1;0;0;0;0
1760;4;2021;0;0;1;0;0;0;0
1760;6;2021;0;0;1;0;0;0;0
1760;5;2021;0;0;1;0;0;0;0
1760;7;2021;0;0;1;0;0;0;0
1760;1;2021;0;0;1;0;0;0;0
1769;1;2021;0;0;1;0;0;0;0
1769;5;2021;0;0;1;0;0;0;0
1769;3;2021;0;0;1;0;0;0;0
1769;4;2021;0;0;1;0;0;0;0
1769;2;2021;0;0;1;0;0;0;0
1825;2;2021;0;0;1;0;0;0;0
1825;6;2021;0;0;1;0;0;0;0
1825;4;2021;0;0;1;0;0;0;0
1825;1;2021;0;0;1;0;0;0;0
1838;9;2021;0;0;1;0;0;0;0
1838;5;2021;0;0;1;0;0;0;0
1838;11;2021;0;0;1;0;0;0;0
1838;8;2021;0;0;1;0;0;0;0
1838;10;2021;0;0;1;0;0;0;0
1838;2;2021;0;0;1;0;0;0;0
1838;12;2021;0;0;1;0;0;0;0
1838;1;2021;0;0;1;0;0;0;0
1838;7;2021;0;0;1;0;0;0;0
1838;6;2021;0;0;1;0;0;0;0
1862;4;2021;0;0;1;0;0;0;0
1862;11;2021;0;0;1;0;0;0;0
1862;8;2021;0;0;1;0;0;0;0
1862;2;2021;0;0;1;0;0;0;0
1862;10;2021;0;0;1;0;0;0;0
1862;3;2021;0;0;1;0;0;0;0
1862;9;2021;0;0;1;0;0;0;0
1862;5;2021;0;0;1;0;0;0;0
1868;1;2021;0;0;1;0;0;0;0
1945;3;2021;0;0;1;0;0;0;0
1945;6;2021;0;0;1;0;0;0;0
1945;7;2021;0;0;1;0;0;0;0
1945;2;2021;0;0;1;0;0;0;0
1945;4;2021;0;0;1;0;0;0;0
1945;5;2021;0;0;1;0;0;0;0
1945;9;2021;0;0;1;0;0;0;0
1945;1;2021;0;0;1;0;0;0;0
1945;8;2021;0;0;1;0;0;0;0
1945;10;2021;0;0;1;0;0;0;0
1967;1;2021;0;0;1;0;0;0;0
1967;2;2021;0;0;1;0;0;0;0
1967;3;2021;0;0;1;0;0;0;0
1967;4;2021;0;0;1;0;0;0;0
1967;5;2021;0;0;1;0;0;0;0
1967;6;2021;0;0;1;0;0;0;0
1970;1;2021;0;0;1;0;0;0;0
1970;4;2021;0;0;1;0;0;0;0
1970;2;2021;0;0;1;0;0;0;0
1970;8;2021;0;0;1;0;0;0;0
1970;6;2021;0;0;1;0;0;0;0
1970;3;2021;0;0;1;0;0;0;0
1970;5;2021;0;0;1;0;0;0;0
1987;1;2021;0;0;1;0;0;0;0
1987;2;2021;0;0;1;0;0;0;0
1988;10;2021;0;0;1;0;0;0;0
1988;4;2021;0;0;1;0;0;0;0
1988;6;2021;0;0;1;0;0;0;0
1988;7;2021;0;0;1;0;0;0;0
1988;8;2021;0;0;1;0;0;0;0
1988;11;2021;0;0;1;0;0;0;0
1988;3;2021;0;0;1;0;0;0;0
1988;9;2021;0;0;1;0;0;0;0
1988;2;2021;0;0;1;0;0;0;0
1988;1;2021;0;0;1;0;0;0;0
1988;5;2021;0;0;1;0;0;0;0
2007;6;2021;0;0;1;0;0;0;0
2007;3;2021;0;0;1;0;0;0;0
2007;1;2021;0;0;1;0;0;0;0
2007;2;2021;0;0;1;0;0;0;0
2135;2;2021;0;0;1;0;0;0;0
2135;4;2021;0;0;1;0;0;0;0
2135;9;2021;0;0;1;0;0;0;0
2135;8;2021;0;0;1;0;0;0;0
2135;1;2021;0;0;1;0;0;0;0
2135;6;2021;0;0;1;0;0;0;0
2135;3;2021;0;0;1;0;0;0;0
2135;7;2021;0;0;1;0;0;0;0
2136;4;2021;0;0;1;0;0;0;0
2136;1;2021;0;0;1;0;0;0;0
2136;3;2021;0;0;1;0;0;0;0
2136;8;2021;0;0;1;0;0;0;0
2136;6;2021;0;0;1;0;0;0;0
2136;2;2021;0;0;1;0;0;0;0
2136;11;2021;0;0;1;0;0;0;0
2136;9;2021;0;0;1;0;0;0;0
2136;5;2021;0;0;1;0;0;0;0
2136;7;2021;0;0;1;0;0;0;0
2161;7;2021;0;0;1;0;0;0;0
2161;4;2021;0;0;1;0;0;0;0
2161;8;2021;1;0;0;0;0;0;0
2161;8;2021;0;0;1;0;0;0;0
2161;5;2021;0;0;1;0;0;0;0
2174;7;2021;0;0;1;0;0;0;0
2177;11;2021;0;0;1;0;0;0;0
2177;10;2021;0;0;1;0;0;0;0
2177;6;2021;0;0;1;0;0;0;0
2177;2;2021;0;0;1;0;0;0;0
2177;5;2021;0;0;1;0;0;0;0
2177;7;2021;0;0;1;0;0;0;0
2177;4;2021;0;0;1;0;0;0;0
2177;3;2021;0;0;1;0;0;0;0
2177;8;2021;0;0;1;0;0;0;0
2177;9;2021;0;0;1;0;0;0;0
2188;8;2021;0;0;1;0;0;0;0
2188;7;2021;0;0;1;0;0;0;0
2188;3;2021;0;0;1;0;0;0;0
2188;4;2021;0;0;1;0;0;0;0
2188;9;2021;0;0;1;0;0;0;0
2188;10;2021;0;0;1;0;0;0;0
2188;2;2021;0;0;1;0;0;0;0
2188;6;2021;0;0;1;0;0;0;0
2188;11;2021;0;0;1;0;0;0;0
2188;1;2021;0;0;1;0;0;0;0
2188;5;2021;0;0;1;0;0;0;0
2216;1;2021;0;0;1;0;0;0;0
2216;4;2021;0;0;1;0;0;0;0
2216;10;2021;0;0;1;0;0;0;0
2216;8;2021;0;0;1;0;0;0;0
2216;6;2021;0;0;1;0;0;0;0
2216;2;2021;0;0;1;0;0;0;0
2216;7;2021;0;0;1;0;0;0;0
2216;11;2021;0;0;1;0;0;0;0
2216;3;2021;0;0;1;0;0;0;0
2216;9;2021;0;0;1;0;0;0;0
2216;5;2021;0;0;1;0;0;0;0
2217;10;2021;0;0;1;0;0;0;0
2217;2;2021;0;0;1;0;0;0;0
2217;5;2021;0;0;1;0;0;0;0
2217;4;2021;0;0;1;0;0;0;0
2217;1;2021;0;0;1;0;0;0;0
2217;11;2021;0;0;1;0;0;0;0
2217;3;2021;0;0;1;0;0;0;0
2217;12;2021;0;0;1;0;0;0;0
2217;7;2021;0;0;1;0;0;0;0
2217;6;2021;0;0;1;0;0;0;0
2217;9;2021;0;0;1;0;0;0;0
2232;4;2021;0;0;1;0;0;0;0
2232;6;2021;0;0;1;0;0;0;0
2232;2;2021;0;0;1;0;0;0;0
2232;1;2021;0;0;1;0;0;0;0
2232;3;2021;0;0;1;0;0;0;0
2232;5;2021;0;0;1;0;0;0;0
2236;8;2021;0;0;1;0;0;0;0
2236;6;2021;0;0;1;0;0;0;0
2236;2;2021;0;0;1;0;0;0;0
2236;7;2021;0;0;1;0;0;0;0
2236;3;2021;0;0;1;0;0;0;0
2242;5;2021;0;0;1;0;0;0;0
2242;4;2021;0;0;1;0;0;0;0
2242;2;2021;0;0;1;0;0;0;0
2242;1;2021;0;0;1;0;0;0;0
2242;9;2021;0;0;1;0;0;0;0
2242;3;2021;0;0;1;0;0;0;0
2276;12;2021;0;0;1;0;0;0;0
2276;6;2021;0;0;1;0;0;0;0
2276;7;2021;0;0;1;0;0;0;0
2276;8;2021;0;0;1;0;0;0;0
2276;2;2021;0;0;1;0;0;0;0
2276;9;2021;0;0;1;0;0;0;0
2276;11;2021;0;0;1;0;0;0;0
2276;5;2021;0;0;1;0;0;0;0
2276;4;2021;0;0;1;0;0;0;0
2276;1;2021;0;0;1;0;0;0;0
2276;10;2021;0;0;1;0;0;0;0
2276;3;2021;0;0;1;0;0;0;0
2337;6;2021;0;0;1;0;0;0;0
2337;3;2021;0;0;1;0;0;0;0
2337;2;2021;0;0;1;0;0;0;0
2337;9;2021;0;0;1;0;0;0;0
2337;8;2021;0;0;1;0;0;0;0
2337;5;2021;0;0;1;0;0;0;0
2337;1;2021;0;0;1;0;0;0;0
2337;7;2021;0;0;1;0;0;0;0
2337;4;2021;0;0;1;0;0;0;0
2374;7;2021;0;0;1;0;0;0;0
2374;4;2021;0;0;1;0;0;0;0
2374;1;2021;0;0;1;0;0;0;0
2374;5;2021;0;0;1;0;0;0;0
2374;2;2021;0;0;1;0;0;0;0
2374;3;2021;0;0;1;0;0;0;0
2378;2;2021;0;0;1;0;0;0;0
2378;1;2021;0;0;1;0;0;0;0
2409;12;2021;0;0;1;0;0;0;0
2409;5;2021;0;0;1;0;0;0;0
2409;10;2021;0;0;1;0;0;0;0
2409;7;2021;0;0;1;0;0;0;0
2409;11;2021;0;0;1;0;0;0;0
2409;4;2021;0;0;1;0;0;0;0
2417;6;2021;0;0;1;0;0;0;0
2417;1;2021;0;0;1;0;0;0;0
2417;4;2021;0;0;1;0;0;0;0
2417;2;2021;0;0;1;0;0;0;0
2417;5;2021;0;0;1;0;0;0;0
2417;3;2021;0;0;1;0;0;0;0
2424;1;2021;0;0;1;0;0;0;0
2424;6;2021;0;0;1;0;0;0;0
2424;8;2021;0;0;1;0;0;0;0
2424;4;2021;0;0;1;0;0;0;0
2424;9;2021;0;0;1;0;0;0;0
2424;5;2021;0;0;1;0;0;0;0
2443;1;2021;0;0;1;0;0;0;0
2443;3;2021;0;0;1;0;0;0;0
2443;7;2021;0;0;1;0;0;0;0
2443;6;2021;0;0;1;0;0;0;0
2443;8;2021;0;0;1;0;0;0;0
2443;5;2021;0;0;1;0;0;0;0
2443;10;2021;0;0;1;0;0;0;0
2443;11;2021;0;0;1;0;0;0;0
2443;4;2021;0;0;1;0;0;0;0
2443;9;2021;0;0;1;0;0;0;0
2443;12;2021;0;0;1;0;0;0;0
2443;2;2021;0;0;1;0;0;0;0
2449;5;2021;0;0;1;0;0;0;0
2449;1;2021;0;0;1;0;0;0;0
2449;4;2021;0;0;1;0;0;0;0
2449;2;2021;0;0;1;0;0;0;0
2449;6;2021;0;0;1;0;0;0;0
2449;3;2021;0;0;1;0;0;0;0
2529;3;2021;0;0;1;0;0;0;0
2529;1;2021;0;0;1;0;0;0;0
2529;6;2021;0;0;1;0;0;0;0
2529;2;2021;0;0;1;0;0;0;0
2529;4;2021;0;0;1;0;0;0;0
2529;7;2021;0;0;1;0;0;0;0
2529;5;2021;0;0;1;0;0;0;0
2553;2;2021;0;0;1;0;0;0;0
2553;4;2021;0;0;1;0;0;0;0
2553;1;2021;0;0;1;0;0;0;0
2553;3;2021;0;0;1;0;0;0;0
2553;6;2021;0;0;1;0;0;0;0
2553;7;2021;0;0;1;0;0;0;0
2553;5;2021;0;0;1;0;0;0;0
2553;8;2021;0;0;1;0;0;0;0
2557;6;2021;0;0;1;0;0;0;0
2557;7;2021;0;0;1;0;0;0;0
2557;2;2021;0;0;1;0;0;0;0
2557;12;2021;0;0;1;0;0;0;0
2557;8;2021;0;0;1;0;0;0;0
2557;5;2021;0;0;1;0;0;0;0
2557;3;2021;0;0;1;0;0;0;0
2557;10;2021;0;0;1;0;0;0;0
2557;4;2021;0;0;1;0;0;0;0
2557;9;2021;0;0;1;0;0;0;0
2557;1;2021;0;0;1;0;0;0;0
2557;11;2021;0;0;1;0;0;0;0
2592;2;2021;0;0;1;0;0;0;0
2592;4;2021;0;0;1;0;0;0;0
2592;1;2021;0;0;1;0;0;0;0
2592;8;2021;0;0;1;0;0;0;0
2596;10;2021;0;0;1;0;0;0;0
2596;1;2021;0;0;1;0;0;0;0
2596;8;2021;0;0;1;0;0;0;0
2596;2;2021;0;0;1;0;0;0;0
2596;5;2021;0;0;1;0;0;0;0
2596;6;2021;0;0;1;0;0;0;0
2596;4;2021;0;0;1;0;0;0;0
2596;7;2021;0;0;1;0;0;0;0
2596;3;2021;0;0;1;0;0;0;0
2629;2;2021;0;0;1;0;0;0;0
2629;1;2021;0;0;1;0;0;0;0
2629;6;2021;0;0;1;0;0;0;0
2629;4;2021;0;0;1;0;0;0;0
2629;7;2021;0;0;1;0;0;0;0
2629;5;2021;0;0;1;0;0;0;0
2629;3;2021;0;0;1;0;0;0;0
2633;1;2021;0;0;1;0;0;0;0
2633;2;2021;0;0;1;0;0;0;0
2633;3;2021;0;0;1;0;0;0;0
2633;4;2021;0;0;1;0;0;0;0
2646;4;2021;0;0;1;0;0;0;0
2646;6;2021;0;0;1;0;0;0;0
2646;1;2021;0;0;1;0;0;0;0
2646;7;2021;0;0;1;0;0;0;0
