rec_est_id;rec_month_mf_antecipated;rec_month_mf_not_antecipated;rec_month_mf;rec_previous_month_mf;rec_previous_month_mf_delta;rec_month_qtd_mov;rec_previous_month_qtd_mov;rec_previous_month_qtd_mov_delta;rec_month_ticket_medio;rec_monthly_category;rec_registered_month;mes;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef;ano
3937;960.0;0.0;960.0;1840.0;-880.0;4;4;0;240.0;3;27.0;1;0;0;0;0;1;0;0;2022
3970;200.0;0.0;200.0;0.0;200.0;1;0;1;200.0;5;28.0;2;0;0;0;0;1;0;0;2022
3970;200.0;0.0;200.0;200.0;0.0;1;1;0;200.0;3;29.0;3;0;0;0;0;1;0;0;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;26.0;1;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;27.0;2;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;28.0;3;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;29.0;4;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;30.0;5;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;31.0;6;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;32.0;7;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;33.0;8;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;34.0;9;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;35.0;10;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;36.0;11;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;37.0;12;0;0;0;0;0;0;1;2022
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;38.0;1;0;0;0;0;0;0;1;2023
4073;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;39.0;2;0;0;0;0;0;0;1;2023
4076;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;1;26.0;1;0;0;0;0;0;0;1;2022
4076;0.0;259.98;259.98;0.0;259.98;2;0;2;129.99;6;27.0;2;0;1;0;0;0;0;1;2022
4076;0.0;0.0;0.0;259.98;-259.98;0;2;-2;0.0;4;28.0;3;0;0;0;0;0;0;1;2022
4076;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;29.0;4;0;0;0;0;0;0;1;2022
4076;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;2;30.0;5;0;0;0;0;0;0;1;2022
4148;7243.6;0.0;7243.6;9266.4;-2022.8;77;100;-23;94.07;3;26.0;1;0;0;0;0;1;0;0;2022
4148;36.0;0.0;36.0;7243.6;-7207.6;2;77;-75;18.0;3;27.0;2;0;0;0;0;1;0;0;2022
4362;80.0;0.0;80.0;2160.0;-2080.0;2;13;-11;40.0;3;26.0;1;0;0;0;0;1;0;0;2022
4406;1984.3;0.0;1984.3;8558.77;-6574.47;12;12;0;165.36;3;26.0;1;0;0;0;0;1;0;0;2022
4406;7672.0;0.0;7672.0;1984.3;5687.7;6;12;-6;1278.67;3;27.0;2;0;0;0;0;1;0;0;2022
4519;60.0;0.0;60.0;691.0;-631.0;1;3;-2;60.0;3;25.0;1;0;0;0;0;1;0;0;2022
4519;35.0;0.0;35.0;60.0;-25.0;1;1;0;35.0;3;26.0;2;0;0;0;0;1;0;0;2022
4519;10.0;0.0;10.0;35.0;-25.0;1;1;0;10.0;3;27.0;3;0;0;0;0;1;0;0;2022
4875;4500.0;0.0;4500.0;10435.69;-5935.69;1;2;-1;4500.0;3;24.0;1;0;0;0;0;1;0;0;2022
4924;0.0;1006.1;1006.1;0.0;1006.1;3;0;3;335.37;5;28.0;5;0;0;0;0;1;0;0;2022
4924;0.0;3374.0;3374.0;1006.1;2367.9;16;3;13;210.88;3;29.0;6;0;0;0;0;1;0;0;2022
4924;0.0;7481.0;7481.0;3374.0;4107.0;18;16;2;415.61;3;30.0;7;0;0;0;0;1;0;0;2022
4924;0.0;6595.0;6595.0;7481.0;-886.0;20;18;2;329.75;3;31.0;8;0;0;0;0;1;0;0;2022
4924;0.0;10964.0;10964.0;6595.0;4369.0;17;20;-3;644.94;3;32.0;9;0;0;0;0;1;0;0;2022
4924;0.0;7704.01;7704.01;10964.0;-3259.99;23;17;6;334.96;3;33.0;10;0;0;0;0;1;0;0;2022
4924;450.0;9721.41;10171.41;7704.01;2467.4;28;23;5;363.26;3;34.0;11;0;0;0;0;1;1;0;2022
4924;0.0;8764.01;8764.01;10171.41;-1407.4;24;28;-4;365.17;3;35.0;12;0;0;0;0;1;0;0;2022
4924;0.0;7041.0;7041.0;8764.01;-1723.01;52;24;28;135.4;3;36.0;1;0;1;0;0;1;0;0;2023
4924;0.0;1294.0;1294.0;7041.0;-5747.0;8;52;-44;161.75;3;37.0;2;0;1;0;0;1;0;0;2023
5136;18009.27;0.0;18009.27;19735.37;-1726.1;11;10;1;1637.21;3;24.0;1;0;0;0;0;1;0;0;2022
5136;17503.43;0.0;17503.43;18009.27;-505.84;9;11;-2;1944.83;3;25.0;2;0;0;0;0;1;0;0;2022
5136;19960.78;0.0;19960.78;17503.43;2457.35;11;9;2;1814.62;3;26.0;3;0;0;0;0;1;0;0;2022
5136;45274.18;0.0;45274.18;19960.78;25313.4;13;11;2;3482.63;3;27.0;4;0;0;0;0;1;0;0;2022
5136;22960.47;0.0;22960.47;45274.18;-22313.71;7;13;-6;3280.07;3;28.0;5;0;0;0;0;1;0;0;2022
5136;16800.73;0.0;16800.73;22960.47;-6159.74;10;7;3;1680.07;3;29.0;6;0;0;0;0;1;0;0;2022
5136;20384.43;0.0;20384.43;16800.73;3583.7;6;10;-4;3397.41;3;30.0;7;0;0;0;0;1;0;0;2022
5136;3989.43;0.0;3989.43;0.0;3989.43;1;0;1;3989.43;5;32.0;9;0;0;0;0;1;0;0;2022
5136;8422.61;0.0;8422.61;3989.43;4433.18;6;1;5;1403.77;3;33.0;10;0;0;0;0;1;0;0;2022
5136;3.5;0.0;3.5;8422.61;-8419.11;4;6;-2;0.88;3;34.0;11;0;0;0;0;1;0;0;2022
5136;3.0;0.0;3.0;3.5;-0.5;3;4;-1;1.0;3;35.0;12;0;0;0;0;1;0;0;2022
5336;2262.5;0.0;2262.5;0.0;2262.5;7;0;7;323.21;5;23.0;1;0;0;0;0;1;0;0;2022
5380;45.0;0.0;45.0;0.0;45.0;2;0;2;22.5;5;24.0;2;0;0;0;0;1;0;0;2022
5380;6818.0;0.0;6818.0;45.0;6773.0;37;2;35;184.27;3;25.0;3;0;0;0;0;1;0;0;2022
5686;150.0;0.0;150.0;100.0;50.0;1;1;0;150.0;3;22.0;1;0;0;0;0;1;0;0;2022
5718;24992.23;0.0;24992.23;44862.09;-19869.86;219;406;-187;114.12;3;22.0;1;0;0;0;0;1;0;0;2022
5718;15050.26;0.0;15050.26;24992.23;-9941.97;124;219;-95;121.37;3;23.0;2;0;0;0;0;1;0;0;2022
5719;1.0;0.0;1.0;0.0;1.0;1;0;1;1.0;5;23.0;2;0;0;0;0;1;0;0;2022
5719;860.21;0.0;860.21;1.0;859.21;2;1;1;430.11;3;24.0;3;0;0;0;0;1;0;0;2022
6048;622.04;0.0;622.04;1980.25;-1358.21;24;80;-56;25.92;3;21.0;1;0;0;0;0;1;0;0;2022
6071;272.75;0.0;272.75;2761.3;-2488.55;2;5;-3;136.38;3;21.0;1;0;0;0;0;1;0;0;2022
6091;980.0;0.0;980.0;0.0;980.0;1;0;1;980.0;5;21.0;1;0;0;0;0;1;0;0;2022
6091;779.7;0.0;779.7;980.0;-200.3;1;1;0;779.7;3;22.0;2;0;0;0;0;1;0;0;2022
6262;390.0;0.0;390.0;444.5;-54.5;1;3;-2;390.0;3;20.0;1;0;0;0;0;1;0;0;2022
6295;0.0;436.42;436.42;0.0;436.42;2;0;2;218.21;5;21.0;2;0;1;0;0;0;0;0;2022
6295;0.0;45.1;45.1;0.0;45.1;1;0;1;45.1;5;24.0;5;0;1;0;0;0;0;0;2022
6295;0.0;376.41;376.41;0.0;376.41;2;0;2;188.21;5;26.0;7;0;1;0;0;0;0;0;2022
6295;102.4;85.99;188.39;0.0;188.39;2;0;2;94.2;5;29.0;10;0;1;1;0;0;0;0;2022
6295;0.0;244.8;244.8;188.39;56.41;1;2;-1;244.8;3;30.0;11;0;1;0;0;0;0;0;2022
6295;0.0;328.4;328.4;244.8;83.6;1;1;0;328.4;3;31.0;12;0;1;0;0;0;0;0;2022
6296;0.0;115.7;115.7;0.0;115.7;1;0;1;115.7;5;21.0;2;0;1;0;0;0;0;0;2022
6296;0.0;695.5;695.5;115.7;579.8;3;1;2;231.83;3;22.0;3;0;1;0;0;0;0;0;2022
6296;0.0;599.7;599.7;695.5;-95.8;3;3;0;199.9;3;23.0;4;0;1;0;0;0;0;0;2022
6296;0.0;568.7;568.7;599.7;-31.0;1;3;-2;568.7;3;24.0;5;0;1;0;0;0;0;0;2022
6296;0.0;631.4;631.4;568.7;62.7;3;1;2;210.47;3;25.0;6;0;1;0;0;0;0;0;2022
6296;0.0;259.8;259.8;631.4;-371.6;1;3;-2;259.8;3;26.0;7;0;1;0;0;0;0;0;2022
6296;315.6;1527.73;1843.33;259.8;1583.53;5;1;4;368.67;3;27.0;8;0;1;1;0;0;0;0;2022
6296;0.0;390.4;390.4;1843.33;-1452.93;2;5;-3;195.2;3;28.0;9;0;1;0;0;0;0;0;2022
6296;0.0;888.02;888.02;390.4;497.62;2;2;0;444.01;3;29.0;10;0;1;0;0;0;0;0;2022
6296;350.6;2667.27;3017.87;888.02;2129.85;15;2;13;201.19;3;30.0;11;0;1;1;0;0;0;0;2022
6296;362.7;4447.13;4809.83;3017.87;1791.96;8;15;-7;601.23;3;31.0;12;1;1;1;0;0;0;0;2022
6296;186.9;1103.0;1289.9;4809.83;-3519.93;6;8;-2;214.98;3;32.0;1;0;1;1;0;0;0;0;2023
6296;0.0;0.0;0.0;1289.9;-1289.9;0;6;-6;0.0;4;33.0;2;0;1;0;0;0;0;0;2023
6310;0.0;95.8;95.8;0.0;95.8;1;0;1;95.8;5;30.0;11;0;1;0;0;0;0;0;2022
6344;380.0;0.0;380.0;0.0;380.0;1;0;1;380.0;5;21.0;2;0;0;0;0;1;0;0;2022
6344;700.0;0.0;700.0;380.0;320.0;1;1;0;700.0;3;22.0;3;0;0;0;0;1;0;0;2022
6344;1.0;0.0;1.0;0.0;1.0;1;0;1;1.0;5;27.0;8;0;0;0;0;1;0;0;2022
6344;250.0;0.0;250.0;0.0;250.0;1;0;1;250.0;5;32.0;1;0;0;0;0;1;0;0;2023
6369;30.0;0.0;30.0;55.0;-25.0;1;2;-1;30.0;3;20.0;1;0;0;0;0;1;0;0;2022
6372;5.0;0.0;5.0;0.0;5.0;1;0;1;5.0;5;23.0;4;0;0;0;0;1;0;0;2022
6394;544.75;0.0;544.75;2246.0;-1701.25;7;29;-22;77.82;3;20.0;1;0;0;0;0;1;0;0;2022
6394;686.0;0.0;686.0;544.75;141.25;14;7;7;49.0;3;21.0;2;0;0;0;0;1;0;0;2022
6394;237.0;0.0;237.0;686.0;-449.0;7;14;-7;33.86;3;22.0;3;0;0;0;0;1;0;0;2022
6394;1069.0;0.0;1069.0;237.0;832.0;13;7;6;82.23;3;23.0;4;0;0;0;0;1;0;0;2022
6588;10.0;2.5;12.5;61.0;-48.5;2;2;0;6.25;3;19.0;1;0;0;0;0;1;0;0;2022
6742;1545.0;0.0;1545.0;6100.0;-4555.0;1;2;-1;1545.0;3;19.0;1;0;0;0;0;1;0;0;2022
6742;6680.0;0.0;6680.0;1545.0;5135.0;2;1;1;3340.0;3;20.0;2;0;0;0;0;1;0;0;2022
6747;320.0;0.0;320.0;0.0;320.0;1;0;1;320.0;5;19.0;1;0;0;0;0;1;0;0;2022
6880;3450.81;0.0;3450.81;8604.8;-5153.99;19;67;-48;181.62;3;19.0;1;0;0;0;0;1;0;0;2022
6880;520.21;0.0;520.21;3450.81;-2930.6;4;19;-15;130.05;3;20.0;2;0;0;0;0;1;0;0;2022
6880;5.0;0.0;5.0;0.0;5.0;1;0;1;5.0;5;24.0;6;0;0;0;0;1;0;0;2022
6880;0.5;0.0;0.5;0.0;0.5;1;0;1;0.5;5;26.0;8;0;0;0;0;1;0;0;2022
6880;0.5;0.0;0.5;0.0;0.5;1;0;1;0.5;5;28.0;10;0;0;0;0;1;0;0;2022
7134;77.6;0.0;77.6;106.39;-28.79;8;7;1;9.7;3;18.0;1;0;0;0;0;1;0;0;2022
7134;162.4;0.0;162.4;77.6;84.8;9;8;1;18.04;3;19.0;2;0;0;0;0;1;0;0;2022
7134;137.35;0.0;137.35;162.4;-25.05;9;9;0;15.26;3;20.0;3;0;0;0;0;1;0;0;2022
7134;225.45;0.0;225.45;137.35;88.1;12;9;3;18.79;3;21.0;4;0;0;0;0;1;0;0;2022
7134;105.9;0.0;105.9;225.45;-119.55;7;12;-5;15.13;3;22.0;5;0;0;0;0;1;0;0;2022
7219;35967.79;6279.32;42247.11;8621.33;33625.78;7;9;-2;6035.3;3;18.0;1;0;0;0;0;1;0;0;2022
7219;12684.8;0.0;12684.8;42247.11;-29562.31;9;7;2;1409.42;3;19.0;2;0;0;0;0;1;0;0;2022
7219;33346.13;0.0;33346.13;12684.8;20661.33;12;9;3;2778.84;3;20.0;3;0;0;0;0;1;0;0;2022
7219;44645.2;0.0;44645.2;33346.13;11299.07;6;12;-6;7440.87;3;21.0;4;0;1;0;0;1;0;0;2022
7219;108339.34;0.0;108339.34;44645.2;63694.14;15;6;9;7222.62;3;22.0;5;0;0;0;0;1;0;0;2022
7219;15113.88;0.0;15113.88;108339.34;-93225.46;5;15;-10;3022.78;3;23.0;6;0;0;0;0;1;0;0;2022
7219;298730.15;0.0;298730.15;15113.88;283616.27;8;5;3;37341.27;3;24.0;7;0;0;0;0;1;0;0;2022
7219;54258.31;0.0;54258.31;298730.15;-244471.84;8;8;0;6782.29;3;25.0;8;0;0;0;0;1;0;0;2022
7219;39045.4;0.0;39045.4;54258.31;-15212.91;6;8;-2;6507.57;3;26.0;9;0;0;0;0;1;0;0;2022
7219;52074.9;0.0;52074.9;39045.4;13029.5;10;6;4;5207.49;3;27.0;10;0;0;0;0;1;0;0;2022
7219;23564.27;0.0;23564.27;52074.9;-28510.63;3;10;-7;7854.76;3;28.0;11;0;0;0;0;1;0;0;2022
7219;90926.71;0.0;90926.71;23564.27;67362.44;13;3;10;6994.36;3;29.0;12;0;0;0;0;1;0;0;2022
7219;65247.83;0.0;65247.83;90926.71;-25678.88;15;13;2;4349.86;3;30.0;1;0;0;0;0;1;0;0;2023
7219;7904.8;0.0;7904.8;65247.83;-57343.03;2;15;-13;3952.4;3;31.0;2;0;0;0;0;1;0;0;2023
7230;0.0;227.81;227.81;489.51;-261.7;1;2;-1;227.81;3;18.0;1;0;1;0;0;0;0;0;2022
7230;0.0;1012.8;1012.8;227.81;784.99;1;1;0;1012.8;3;19.0;2;0;1;0;0;0;0;0;2022
7334;1257.03;0.0;1257.03;7051.79;-5794.76;3;28;-25;419.01;3;18.0;1;0;0;0;0;1;0;0;2022
7334;2648.21;0.0;2648.21;1257.03;1391.18;11;3;8;240.75;3;19.0;2;0;0;0;0;1;0;0;2022
7334;2883.42;0.0;2883.42;2648.21;235.21;12;11;1;240.29;3;20.0;3;0;0;0;0;1;0;0;2022
7358;42.0;0.0;42.0;340.0;-298.0;1;3;-2;42.0;3;18.0;1;0;0;0;0;1;0;0;2022
7358;240.0;0.0;240.0;42.0;198.0;1;1;0;240.0;3;19.0;2;0;0;0;0;1;0;0;2022
7393;0.0;250.8;250.8;0.0;250.8;1;0;1;250.8;5;18.0;2;0;1;0;0;0;0;0;2022
7393;0.0;724.86;724.86;250.8;474.06;4;1;3;181.22;3;19.0;3;0;1;0;0;0;0;0;2022
7393;0.0;1413.1;1413.1;724.86;688.24;5;4;1;282.62;3;20.0;4;0;1;0;0;0;0;0;2022
7393;0.0;114.9;114.9;1413.1;-1298.2;1;5;-4;114.9;3;21.0;5;0;1;0;0;0;0;0;2022
7393;0.0;135.86;135.86;114.9;20.96;2;1;1;67.93;3;22.0;6;0;1;0;0;0;0;0;2022
7393;0.0;795.0;795.0;135.86;659.14;3;2;1;265.0;3;23.0;7;0;1;0;0;0;0;0;2022
7393;0.0;548.7;548.7;0.0;548.7;3;0;3;182.9;5;28.0;12;0;1;0;0;0;0;0;2022
7394;0.0;212.5;212.5;799.6;-587.1;2;4;-2;106.25;3;17.0;1;0;1;0;0;0;0;0;2022
7394;0.0;1003.0;1003.0;0.0;1003.0;6;0;6;167.17;5;20.0;4;0;1;0;0;0;0;0;2022
7394;0.0;1203.9;1203.9;1003.0;200.9;6;6;0;200.65;3;21.0;5;0;1;0;0;0;0;0;2022
7394;0.0;850.0;850.0;1203.9;-353.9;2;6;-4;425.0;3;22.0;6;0;1;0;0;0;0;0;2022
7394;0.0;587.1;587.1;850.0;-262.9;4;2;2;146.78;3;23.0;7;0;1;0;0;0;0;0;2022
7394;0.0;169.9;169.9;587.1;-417.2;1;4;-3;169.9;3;24.0;8;0;1;0;0;0;0;0;2022
7394;0.0;512.3;512.3;169.9;342.4;2;1;1;256.15;3;25.0;9;0;1;0;0;0;0;0;2022
7394;0.0;77.4;77.4;512.3;-434.9;1;2;-1;77.4;3;26.0;10;0;1;0;0;0;0;0;2022
7394;0.0;5796.54;5796.54;77.4;5719.14;22;1;21;263.48;3;27.0;11;0;1;0;0;0;0;0;2022
7394;0.0;149.9;149.9;5796.54;-5646.64;1;22;-21;149.9;3;28.0;12;0;1;0;0;0;0;0;2022
7394;0.0;8444.41;8444.41;149.9;8294.51;27;1;26;312.76;3;29.0;1;0;1;0;0;0;0;0;2023
7394;0.0;724.88;724.88;8444.41;-7719.53;4;27;-23;181.22;3;30.0;2;0;1;0;0;0;0;0;2023
7395;430.38;0.0;430.38;0.0;430.38;1;0;1;430.38;5;18.0;2;0;0;0;0;1;0;0;2022
7418;162.7;0.0;162.7;373.65;-210.95;14;30;-16;11.62;3;17.0;1;0;0;0;0;1;0;0;2022
7418;2.0;0.0;2.0;162.7;-160.7;1;14;-13;2.0;3;18.0;2;0;0;0;0;1;0;0;2022
7560;0.0;1700.0;1700.0;4100.0;-2400.0;3;4;-1;566.67;3;17.0;1;0;0;0;0;1;0;0;2022
7560;0.0;2340.0;2340.0;1700.0;640.0;2;3;-1;1170.0;3;18.0;2;0;0;0;0;1;0;0;2022
7560;0.0;1730.0;1730.0;0.0;1730.0;5;0;5;346.0;5;20.0;4;0;0;0;0;1;0;0;2022
7560;0.0;100.0;100.0;1730.0;-1630.0;1;5;-4;100.0;3;21.0;5;0;0;0;0;1;0;0;2022
7560;0.0;3030.0;3030.0;100.0;2930.0;7;1;6;432.86;3;22.0;6;0;0;0;0;1;0;0;2022
7560;0.0;2360.0;2360.0;3030.0;-670.0;6;7;-1;393.33;3;23.0;7;0;0;0;0;1;0;0;2022
7560;0.0;4380.0;4380.0;2360.0;2020.0;8;6;2;547.5;3;24.0;8;0;0;0;0;1;0;0;2022
7560;0.0;4331.0;4331.0;4380.0;-49.0;6;8;-2;721.83;3;25.0;9;0;0;0;0;1;0;0;2022
7560;0.0;1200.0;1200.0;4331.0;-3131.0;5;6;-1;240.0;3;26.0;10;0;0;0;0;1;0;0;2022
7560;0.0;4250.0;4250.0;1200.0;3050.0;6;5;1;708.33;3;27.0;11;0;0;0;0;1;0;0;2022
7560;0.0;630.0;630.0;4250.0;-3620.0;3;6;-3;210.0;3;28.0;12;0;0;0;0;1;0;0;2022
7560;0.0;120.0;120.0;630.0;-510.0;1;3;-2;120.0;3;29.0;1;0;0;0;0;1;0;0;2023
7560;0.0;0.0;0.0;120.0;-120.0;0;1;-1;0.0;4;30.0;2;0;0;0;0;1;0;0;2023
7597;950.0;0.0;950.0;0.0;950.0;1;0;1;950.0;5;17.0;1;0;0;0;0;1;0;0;2022
7597;1600.0;0.0;1600.0;950.0;650.0;3;1;2;533.33;3;18.0;2;0;0;0;0;1;0;0;2022
7597;1800.0;0.0;1800.0;1600.0;200.0;3;3;0;600.0;3;19.0;3;0;0;0;0;1;0;0;2022
7597;1000.0;0.0;1000.0;1800.0;-800.0;1;3;-2;1000.0;3;20.0;4;0;0;0;0;1;0;0;2022
7597;500.0;0.0;500.0;1000.0;-500.0;1;1;0;500.0;3;21.0;5;0;0;0;0;1;0;0;2022
7597;8200.0;0.0;8200.0;500.0;7700.0;3;1;2;2733.33;3;22.0;6;0;0;0;0;1;0;0;2022
7597;3830.0;0.0;3830.0;8200.0;-4370.0;6;3;3;638.33;3;23.0;7;0;0;0;0;1;0;0;2022
7597;9150.0;0.0;9150.0;3830.0;5320.0;6;6;0;1525.0;3;24.0;8;0;0;0;0;1;0;0;2022
7663;200.0;0.0;200.0;0.0;200.0;1;0;1;200.0;5;17.0;1;0;0;0;0;1;0;0;2022
7674;60.0;0.0;60.0;0.0;60.0;1;0;1;60.0;5;18.0;2;0;0;0;0;1;0;0;2022
7675;146.0;0.0;146.0;4.0;142.0;3;1;2;48.67;3;17.0;1;0;0;0;0;1;0;0;2022
7716;1.0;0.0;1.0;0.0;1.0;1;0;1;1.0;5;18.0;2;0;0;0;0;1;0;0;2022
7791;150.0;0.0;150.0;216.38;-66.38;1;4;-3;150.0;3;17.0;1;0;0;0;0;1;0;0;2022
7791;0.0;83.43;83.43;150.0;-66.57;1;1;0;83.43;3;18.0;2;0;0;0;0;1;0;0;2022
7791;0.0;1201.2;1201.2;83.43;1117.77;2;1;1;600.6;3;19.0;3;0;0;0;0;1;0;0;2022
7791;0.0;83.43;83.43;1201.2;-1117.77;1;2;-1;83.43;3;20.0;4;0;0;0;0;1;0;0;2022
7791;0.0;250.0;250.0;83.43;166.57;1;1;0;250.0;3;21.0;5;0;0;0;0;1;0;0;2022
7791;0.0;297.0;297.0;250.0;47.0;2;1;1;148.5;3;22.0;6;0;0;0;0;1;0;0;2022
7791;0.0;100.0;100.0;297.0;-197.0;1;2;-1;100.0;3;23.0;7;0;0;0;0;1;0;0;2022
7791;0.0;57.0;57.0;0.0;57.0;1;0;1;57.0;5;27.0;11;0;0;0;0;1;0;0;2022
7791;0.0;60.0;60.0;57.0;3.0;1;1;0;60.0;3;28.0;12;0;0;0;0;1;0;0;2022
7848;16.0;0.0;16.0;0.0;16.0;2;0;2;8.0;5;21.0;5;0;0;0;0;1;0;0;2022
7881;4798.0;0.0;4798.0;3241.0;1557.0;50;31;19;95.96;3;17.0;1;0;0;0;0;1;0;0;2022
7881;2455.0;0.0;2455.0;4798.0;-2343.0;25;50;-25;98.2;3;18.0;2;0;0;0;0;1;0;0;2022
8068;32.0;0.0;32.0;3.0;29.0;1;1;0;32.0;3;17.0;1;0;0;0;0;1;0;0;2022
8197;9338.92;0.0;9338.92;15804.59;-6465.67;167;284;-117;55.92;3;17.0;1;0;0;0;0;1;0;0;2022
8197;27772.32;0.0;27772.32;9338.92;18433.4;533;167;366;52.11;3;18.0;2;0;0;0;0;1;0;0;2022
8197;9040.09;0.0;9040.09;27772.32;-18732.23;175;533;-358;51.66;3;19.0;3;0;0;0;0;1;0;0;2022
8292;120.0;0.0;120.0;70.0;50.0;1;2;-1;120.0;3;17.0;1;0;0;0;0;1;0;0;2022
8292;720.0;0.0;720.0;0.0;720.0;1;0;1;720.0;5;22.0;6;0;0;0;0;1;0;0;2022
8292;2105.0;0.0;2105.0;720.0;1385.0;2;1;1;1052.5;3;23.0;7;0;0;0;0;1;0;0;2022
8292;1660.0;0.0;1660.0;2105.0;-445.0;2;2;0;830.0;3;24.0;8;0;0;0;0;1;0;0;2022
8292;180.0;0.0;180.0;1660.0;-1480.0;1;2;-1;180.0;3;25.0;9;0;0;0;0;1;0;0;2022
8292;660.0;0.0;660.0;0.0;660.0;2;0;2;330.0;5;27.0;11;0;0;0;0;1;0;0;2022
8292;1.0;0.0;1.0;660.0;-659.0;1;2;-1;1.0;3;28.0;12;0;0;0;0;1;0;0;2022
8292;1374.0;0.0;1374.0;1.0;1373.0;2;1;1;687.0;3;29.0;1;0;0;0;0;1;0;0;2023
8292;0.0;0.0;0.0;1374.0;-1374.0;0;2;-2;0.0;4;30.0;2;0;0;0;0;1;0;0;2023
8368;3327.83;0.0;3327.83;5905.7;-2577.87;84;153;-69;39.62;3;17.0;1;0;0;0;0;1;0;0;2022
8465;1879.7;0.0;1879.7;1873.3;6.4;17;27;-10;110.57;3;17.0;1;0;0;0;0;1;0;0;2022
8465;148.85;0.0;148.85;0.0;148.85;10;0;10;14.89;5;19.0;3;0;0;0;0;1;0;0;2022
8465;44.0;0.0;44.0;148.85;-104.85;2;10;-8;22.0;3;20.0;4;0;0;0;0;1;0;0;2022
8533;450.5;0.0;450.5;1035.0;-584.5;21;54;-33;21.45;3;16.0;1;0;0;0;0;1;0;0;2022
8581;3442.0;757.0;4199.0;13354.5;-9155.5;40;154;-114;104.98;3;16.0;1;0;0;0;0;1;0;0;2022
8581;192.0;678.75;870.75;4199.0;-3328.25;17;40;-23;51.22;3;17.0;2;0;0;0;0;1;0;0;2022
8581;0.0;357.0;357.0;870.75;-513.75;6;17;-11;59.5;3;18.0;3;0;0;0;0;1;0;0;2022
8765;0.0;2809.3;2809.3;5178.18;-2368.88;144;253;-109;19.51;3;16.0;1;0;0;0;0;1;0;0;2022
8765;0.0;3559.7;3559.7;2809.3;750.4;186;144;42;19.14;3;17.0;2;0;0;0;0;1;0;0;2022
8765;0.0;4204.43;4204.43;3559.7;644.73;207;186;21;20.31;3;18.0;3;0;0;0;0;1;0;0;2022
8765;0.0;6018.6;6018.6;4204.43;1814.17;279;207;72;21.57;3;19.0;4;0;0;0;0;1;0;0;2022
8765;0.0;9381.09;9381.09;6018.6;3362.49;377;279;98;24.88;3;20.0;5;0;0;0;0;1;0;0;2022
8765;0.0;7449.6;7449.6;9381.09;-1931.49;339;377;-38;21.98;3;21.0;6;0;0;0;0;1;0;0;2022
8765;0.0;1539.2;1539.2;7449.6;-5910.4;85;339;-254;18.11;3;22.0;7;0;0;0;0;1;0;0;2022
8765;0.0;988.81;988.81;1539.2;-550.39;59;85;-26;16.76;3;23.0;8;0;0;0;0;1;0;0;2022
8770;5031.71;0.0;5031.71;11129.82;-6098.11;47;85;-38;107.06;3;16.0;1;0;0;0;0;1;0;0;2022
8803;4219.3;0.0;4219.3;5368.79;-1149.49;51;72;-21;82.73;3;16.0;1;0;0;0;0;1;0;0;2022
8908;100.0;0.0;100.0;0.0;100.0;1;0;1;100.0;5;17.0;2;0;0;0;0;1;0;0;2022
9036;860.8;0.0;860.8;15437.1;-14576.3;4;82;-78;215.2;3;16.0;1;0;0;0;0;1;0;0;2022
9048;0.0;33693.0;33693.0;6210.2;27482.8;39;8;31;863.92;3;16.0;1;0;0;0;0;1;0;0;2022
9048;0.0;30917.0;30917.0;33693.0;-2776.0;35;39;-4;883.34;3;17.0;2;0;0;0;0;1;0;0;2022
9048;0.0;30010.0;30010.0;30917.0;-907.0;34;35;-1;882.65;3;18.0;3;0;0;0;0;1;0;0;2022
9048;0.0;39995.64;39995.64;30010.0;9985.64;49;34;15;816.24;3;19.0;4;0;0;0;0;1;0;0;2022
9048;0.0;36627.0;36627.0;39995.64;-3368.64;37;49;-12;989.92;3;20.0;5;0;0;0;0;1;0;0;2022
