tx_est_id;mes;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef
30356;2023-05-01;0;0;0;0;1;0;0
20932;2022-06-01;0;0;0;0;1;0;0
27858;2023-03-01;0;1;0;0;0;0;0
18081;2022-01-01;0;0;0;0;1;0;0
27530;2023-01-01;0;0;0;0;1;0;0
30508;2023-03-01;0;0;0;0;1;0;0
7991;2022-01-01;0;0;0;0;1;0;0
7114;2022-01-01;0;0;0;0;1;0;0
27014;2023-05-01;0;0;0;0;1;0;0
27645;2022-10-01;0;0;0;0;1;0;0
2680;2022-02-01;0;0;0;0;1;0;0
24612;2023-04-01;0;0;0;0;1;0;0
21700;2022-01-01;0;0;0;0;1;0;0
18303;2022-06-01;0;0;0;0;1;0;0
18485;2022-01-01;0;0;0;0;1;0;0
28227;2023-06-01;0;0;0;0;1;0;0
22821;2022-04-01;0;1;0;0;0;0;0
27947;2022-09-01;0;0;0;0;1;1;0
21184;2022-02-01;0;0;0;0;1;0;0
30942;2023-06-01;0;1;0;0;0;0;0
15276;2023-02-01;0;0;0;0;1;0;0
16469;2022-03-01;0;0;0;0;1;0;0
27629;2023-01-01;0;0;0;0;1;0;0
29561;2023-04-01;0;0;0;0;1;0;0
27843;2023-02-01;0;0;0;0;1;1;0
22318;2022-12-01;0;0;0;0;0;0;1
24678;2023-01-01;0;0;0;0;1;0;0
30694;2023-03-01;0;0;0;0;1;0;0
20666;2022-03-01;0;0;0;0;1;0;0
28229;2023-04-01;0;0;0;0;1;0;0
17861;2023-01-01;0;0;0;0;1;0;0
27388;2023-05-01;0;0;0;0;1;0;0
10887;2022-02-01;0;0;0;0;1;0;0
30370;2023-05-01;0;0;0;0;1;1;0
22252;2022-03-01;0;0;1;0;0;0;0
22307;2022-04-01;0;0;0;0;1;0;0
20998;2022-01-01;0;0;0;0;1;0;0
27268;2022-10-01;0;0;0;0;1;0;0
29236;2023-06-01;0;0;0;0;1;0;0
34158;2023-06-01;0;0;0;0;1;1;0
12205;2022-03-01;0;0;0;0;1;0;0
28249;2022-11-01;0;0;0;0;1;0;0
30328;2023-02-01;0;0;0;0;1;0;0
32500;2023-04-01;0;1;0;0;0;0;0
20325;2022-01-01;0;0;0;0;1;0;0
27368;2023-03-01;0;0;0;0;1;0;0
28415;2023-02-01;0;0;0;0;1;0;0
20465;2022-01-01;0;1;0;0;1;0;0
28329;2022-10-01;0;0;0;0;1;0;0
10124;2022-09-01;0;0;0;0;1;0;0
23051;2022-06-01;0;0;0;0;1;0;0
27788;2022-08-01;0;0;0;0;1;0;0
27508;2023-02-01;0;0;0;0;1;0;0
29093;2023-05-01;0;0;0;0;1;0;0
29678;2023-03-01;0;1;0;0;0;0;0
27556;2023-03-01;0;0;0;0;1;0;0
20894;2022-11-01;0;0;0;0;1;0;0
27086;2022-10-01;0;0;0;0;1;0;0
28030;2022-09-01;0;0;0;0;1;1;0
30786;2023-03-01;0;1;0;0;1;0;0
4369;2022-01-01;0;0;0;0;1;0;0
14869;2022-01-01;0;0;0;0;1;0;0
29294;2023-04-01;0;0;0;0;1;0;0
26909;2022-08-01;0;1;0;0;1;0;0
7639;2022-01-01;0;1;0;0;0;0;0
27378;2023-02-01;0;0;0;0;1;0;0
26824;2022-12-01;0;0;0;0;1;0;0
29458;2023-04-01;0;0;0;0;1;1;0
28666;2022-11-01;0;1;0;0;0;0;0
27645;2023-04-01;0;0;0;0;1;0;0
34276;2023-05-01;0;0;0;0;1;0;0
29961;2023-06-01;0;0;0;0;1;0;0
24740;2022-10-01;0;0;0;0;1;0;0
28299;2022-09-01;0;0;0;0;1;0;0
1587;2022-07-01;0;0;0;0;0;0;1
29384;2022-12-01;0;0;0;0;1;0;0
22332;2022-06-01;0;0;0;0;1;0;0
28013;2023-04-01;0;0;0;0;1;0;0
29742;2023-02-01;0;0;0;0;1;1;0
10021;2022-11-01;0;1;0;0;1;0;0
21752;2022-12-01;0;0;0;0;1;0;0
27212;2022-10-01;0;0;0;0;1;0;0
30419;2023-02-01;0;0;0;0;1;1;0
27753;2022-12-01;0;0;0;0;1;0;0
9048;2022-05-01;0;0;0;0;1;0;0
26816;2023-04-01;0;0;0;0;1;1;0
30016;2023-01-01;0;0;0;0;1;0;0
12963;2022-12-01;0;0;0;0;1;0;0
26561;2022-09-01;0;0;0;0;1;0;0
26964;2022-08-01;0;0;0;0;1;0;0
23746;2022-05-01;0;0;0;1;0;0;0
23232;2022-05-01;0;1;0;0;0;0;0
18547;2022-04-01;0;0;0;0;1;0;0
24635;2022-11-01;0;0;0;0;1;0;0
32282;2023-05-01;0;0;0;0;1;1;0
22730;2022-04-01;0;1;0;0;0;0;0
5430;2022-01-01;0;0;0;0;1;0;0
28116;2022-10-01;0;0;0;0;1;0;0
28402;2023-05-01;0;0;0;0;1;0;0
2434;2022-01-01;0;0;0;0;1;0;0
27089;2023-05-01;0;0;0;0;1;0;0
6296;2023-01-01;0;1;1;0;0;0;0
26769;2023-02-01;0;0;0;0;1;1;0
9185;2022-03-01;0;1;0;0;0;0;0
22005;2022-01-01;0;0;0;0;1;0;0
18052;2022-01-01;0;0;0;0;1;0;0
27287;2022-12-01;0;1;0;0;0;0;0
8879;2022-01-01;0;0;0;0;1;0;0
26820;2022-10-01;0;0;0;0;1;0;0
8794;2022-03-01;0;0;0;0;1;0;0
28319;2022-12-01;0;1;0;0;0;0;0
26007;2022-06-01;0;0;1;0;0;0;0
28501;2023-01-01;0;0;0;0;1;0;0
28562;2023-05-01;0;0;0;0;1;0;0
30893;2023-06-01;0;0;0;0;1;0;0
8238;2022-01-01;0;0;0;0;1;0;0
27139;2023-02-01;0;0;0;0;1;0;0
27404;2023-01-01;0;0;0;0;1;0;0
15295;2022-06-01;0;0;0;0;1;0;0
24610;2023-06-01;0;0;0;0;1;0;0
3578;2022-01-01;0;0;0;0;1;0;0
17546;2023-04-01;0;1;0;0;0;0;0
27820;2022-10-01;0;1;0;0;0;0;0
26418;2023-04-01;0;0;0;0;1;0;0
30583;2023-04-01;0;0;0;0;1;0;0
29052;2023-03-01;0;0;0;0;1;0;0
22801;2023-06-01;0;0;0;0;1;0;0
8676;2022-03-01;0;0;0;0;1;0;0
14067;2022-04-01;0;0;0;0;1;0;0
7689;2022-10-01;0;1;0;0;0;0;0
26914;2023-01-01;0;0;0;0;1;0;0
26177;2022-06-01;0;0;0;0;1;0;0
22586;2023-03-01;0;0;0;0;0;0;1
19359;2022-01-01;0;0;0;0;1;0;0
28820;2023-03-01;0;1;0;0;0;0;0
11702;2022-02-01;0;0;0;0;1;0;0
28722;2022-12-01;0;0;0;0;1;0;0
7648;2022-12-01;0;1;1;1;0;0;0
13172;2022-02-01;0;0;0;0;1;0;0
26538;2023-05-01;0;1;0;0;0;0;0
28836;2023-04-01;0;0;0;0;1;0;0
28429;2023-04-01;0;0;0;0;1;1;0
28333;2023-03-01;0;0;0;0;1;0;0
18105;2022-02-01;0;0;0;0;1;0;0
26319;2023-02-01;0;0;0;0;1;0;0
5514;2022-04-01;0;0;0;0;0;0;1
26843;2023-04-01;0;0;0;0;1;1;0
26689;2023-02-01;0;0;0;0;1;0;0
31735;2023-05-01;0;1;0;0;0;0;0
22404;2023-01-01;0;1;0;0;0;0;0
28024;2023-02-01;0;0;0;0;1;0;0
30051;2023-02-01;0;0;0;0;1;0;0
18389;2022-03-01;0;0;0;0;1;0;0
22739;2022-04-01;0;1;0;0;0;0;0
26629;2023-05-01;0;0;0;0;1;0;0
28655;2022-11-01;0;0;0;0;1;0;0
5294;2022-01-01;0;1;0;0;1;0;0
30679;2023-03-01;0;0;0;0;1;0;0
29519;2022-12-01;0;0;0;0;1;0;0
27537;2023-02-01;0;0;0;0;1;1;0
23116;2022-05-01;0;0;1;0;0;0;0
31933;2023-04-01;0;0;0;0;1;1;0
21350;2022-04-01;0;0;0;0;1;0;0
24734;2022-12-01;0;1;0;0;1;0;0
34375;2023-06-01;0;0;0;0;1;0;0
21662;2022-01-01;0;0;0;0;1;0;0
27001;2023-05-01;0;0;0;0;1;0;0
27552;2023-01-01;0;0;0;0;1;0;0
31638;2023-05-01;0;1;0;0;0;0;0
27075;2023-04-01;0;0;0;0;1;1;0
29817;2023-01-01;0;0;0;0;1;0;0
10408;2022-02-01;0;0;0;0;1;0;0
31247;2023-05-01;0;1;0;0;0;0;0
19653;2022-01-01;0;0;0;0;1;0;0
26734;2022-08-01;0;0;0;0;1;0;0
20035;2023-02-01;0;0;0;0;1;0;0
30350;2023-02-01;0;0;0;0;1;0;0
17315;2022-04-01;0;0;0;0;1;0;0
24580;2022-07-01;0;0;0;0;1;0;0
26854;2022-11-01;0;0;0;0;1;0;0
32372;2023-05-01;0;1;0;0;0;0;0
27231;2023-01-01;0;0;0;0;1;1;0
29062;2023-05-01;0;0;0;0;1;1;0
26809;2023-03-01;0;0;0;0;1;0;0
13410;2022-03-01;0;0;0;0;1;0;0
11630;2022-03-01;0;0;0;0;1;0;0
24781;2023-02-01;0;0;0;0;1;0;0
28499;2023-05-01;0;0;0;0;1;0;0
27786;2022-10-01;0;0;0;0;1;0;0
4001;2022-04-01;0;0;0;0;1;0;0
30119;2023-04-01;0;0;0;0;1;0;0
32265;2023-04-01;0;0;0;0;1;0;0
28294;2023-02-01;0;0;0;0;1;0;0
28214;2023-05-01;0;0;0;0;1;0;0
26906;2023-02-01;0;0;0;0;1;0;0
26734;2022-09-01;0;0;0;0;1;0;0
30305;2023-03-01;0;0;0;0;1;0;0
26782;2022-09-01;0;0;0;0;1;0;0
27163;2022-08-01;0;0;0;0;1;0;0
24658;2023-04-01;0;0;0;0;1;0;0
13994;2022-07-01;0;0;0;0;1;0;0
