tx_est_id;mes;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef
29224;2022-12-01;0;0;0;0;1;1;0
24272;2022-07-01;0;1;0;0;0;0;0
26161;2022-06-01;0;1;0;0;0;0;0
27866;2022-10-01;0;0;0;0;1;1;0
29334;2023-01-01;0;0;0;0;1;0;0
31437;2023-05-01;0;1;0;0;0;0;0
32647;2023-06-01;0;1;0;0;0;0;0
18244;2022-11-01;0;0;0;0;1;0;0
26678;2023-02-01;0;0;0;0;1;0;0
8311;2022-01-01;0;0;0;0;1;0;0
29090;2022-12-01;0;0;0;0;1;0;0
27562;2023-05-01;0;0;0;0;1;0;0
28184;2023-02-01;0;0;0;0;1;1;0
23336;2022-09-01;0;0;1;0;0;0;0
30629;2023-04-01;0;0;0;0;1;0;0
26763;2023-04-01;0;0;0;0;1;0;0
4924;2022-06-01;0;0;0;0;1;0;0
28522;2023-03-01;0;0;0;0;1;0;0
29904;2023-03-01;0;1;0;0;0;0;0
21002;2022-01-01;0;0;0;0;1;0;0
27000;2022-11-01;0;0;0;0;1;0;0
8003;2022-02-01;0;0;0;0;1;0;0
21457;2022-07-01;0;0;0;0;1;0;0
27533;2022-09-01;0;0;0;0;1;0;0
27733;2023-04-01;0;0;0;0;1;1;0
32233;2023-05-01;0;1;0;0;0;0;0
26318;2022-08-01;0;0;0;0;1;0;0
24789;2022-07-01;0;0;0;0;1;1;0
11274;2022-01-01;0;0;0;0;1;0;0
1004;2022-01-01;0;0;0;0;1;0;0
28299;2023-03-01;0;0;0;0;1;0;0
28405;2023-02-01;0;0;0;0;1;0;0
26559;2022-12-01;0;0;0;0;1;1;0
29391;2022-12-01;0;0;0;0;1;0;0
7597;2022-03-01;0;0;0;0;1;0;0
27929;2023-04-01;0;0;0;0;1;0;0
31546;2023-04-01;0;1;0;0;0;0;0
29255;2023-03-01;0;0;0;0;1;0;0
27041;2023-02-01;0;0;0;0;1;0;0
20293;2022-01-01;0;0;0;0;1;0;0
26757;2023-02-01;0;0;0;0;1;0;0
30417;2023-03-01;0;0;0;0;1;0;0
9076;2023-04-01;0;0;0;0;1;0;0
28218;2023-05-01;0;0;0;0;1;0;0
4321;2022-12-01;0;0;0;0;1;0;0
30680;2023-03-01;0;0;0;0;1;0;0
24197;2022-10-01;0;1;0;0;0;0;0
26548;2022-08-01;0;0;0;0;1;0;0
27187;2022-09-01;0;0;0;0;1;0;0
31061;2023-05-01;0;1;0;0;0;0;0
29773;2023-03-01;0;0;0;0;1;1;0
30760;2023-04-01;0;1;0;0;0;0;0
26705;2022-12-01;0;1;0;0;0;0;0
8222;2022-01-01;0;0;0;0;1;0;0
24731;2022-09-01;0;0;0;0;1;0;0
6294;2022-03-01;0;0;0;0;1;0;0
20509;2022-02-01;0;0;0;0;1;0;0
9352;2022-01-01;0;0;0;0;1;0;0
24715;2022-06-01;0;0;0;0;1;0;0
26786;2022-08-01;0;0;0;0;1;0;0
27030;2023-04-01;0;0;0;0;1;1;0
29097;2023-04-01;0;0;0;0;1;0;0
8833;2022-07-01;0;0;0;0;1;0;0
16089;2022-02-01;0;0;0;0;1;0;0
28621;2023-06-01;0;0;0;0;1;0;0
31499;2023-04-01;0;1;0;0;0;0;0
34304;2023-06-01;0;1;0;0;0;0;0
20789;2022-03-01;0;0;0;0;1;0;0
21864;2022-01-01;0;0;0;0;1;0;0
26912;2022-12-01;0;0;0;0;1;0;0
27378;2022-11-01;0;0;0;0;1;0;0
27866;2023-03-01;0;0;0;0;1;0;0
28142;2023-02-01;0;0;0;0;1;0;0
30789;2023-04-01;0;0;0;0;1;0;0
27538;2023-04-01;0;1;0;0;0;0;0
26430;2022-08-01;0;0;0;0;1;0;0
26845;2022-08-01;0;0;0;0;1;0;0
10665;2022-01-01;0;0;0;0;1;0;0
3429;2022-01-01;0;0;0;0;1;0;0
27268;2022-08-01;0;0;0;0;1;0;0
26745;2023-06-01;0;0;0;0;1;0;0
28136;2022-10-01;0;1;0;0;0;0;0
4003;2022-02-01;0;0;0;0;1;0;0
30324;2023-02-01;0;0;0;0;1;0;0
27161;2022-11-01;0;0;0;0;1;0;0
24754;2022-09-01;0;1;0;0;1;0;0
8840;2022-01-01;0;0;0;0;1;0;0
30079;2023-02-01;0;0;0;0;1;0;0
28215;2022-09-01;0;0;0;0;1;0;0
30303;2023-02-01;0;0;0;0;1;0;0
4734;2022-01-01;0;1;0;0;0;0;0
26520;2022-07-01;0;1;0;0;0;0;0
27927;2022-11-01;0;0;0;0;1;0;0
31810;2023-04-01;0;1;0;0;0;0;0
12422;2022-03-01;0;0;0;0;1;0;0
27242;2022-08-01;0;0;0;0;1;0;0
11243;2022-08-01;0;0;0;0;1;0;0
27072;2022-09-01;0;0;0;0;1;1;0
20370;2022-01-01;0;0;0;0;1;0;0
27017;2023-01-01;0;0;0;0;1;1;0
27609;2023-04-01;0;0;0;0;1;1;0
13086;2022-12-01;0;0;0;0;1;0;0
20267;2022-01-01;0;0;0;0;1;0;0
26424;2022-10-01;0;0;0;0;1;0;0
27178;2022-08-01;0;0;0;0;1;0;0
27442;2023-04-01;0;0;0;0;1;0;0
28466;2023-01-01;0;0;0;0;1;0;0
27955;2022-09-01;0;0;0;0;1;0;0
22784;2022-04-01;0;1;0;0;0;0;0
27021;2022-10-01;0;0;0;0;1;1;0
28536;2022-12-01;0;0;0;0;1;1;0
27008;2023-05-01;0;0;0;0;1;1;0
9262;2022-05-01;0;0;0;0;1;0;0
28690;2023-04-01;0;0;0;0;1;0;0
26696;2022-10-01;0;0;0;0;1;0;0
30416;2023-03-01;0;0;0;0;1;0;0
17098;2022-05-01;0;0;0;0;1;0;0
22979;2022-04-01;0;0;0;0;1;0;0
23152;2023-05-01;0;1;0;0;0;0;0
26799;2023-05-01;0;0;0;0;1;0;0
26239;2023-04-01;0;0;0;0;1;1;0
8027;2022-01-01;0;0;0;0;1;0;0
28621;2023-03-01;0;0;0;0;1;1;0
30757;2023-06-01;0;0;0;0;1;1;0
29549;2023-03-01;0;0;0;0;1;0;0
20374;2022-12-01;0;0;0;0;1;0;0
30675;2023-04-01;0;0;0;0;1;0;0
21635;2022-04-01;0;1;0;0;1;0;0
21903;2022-06-01;0;0;0;0;1;0;0
23460;2022-09-01;0;0;0;0;1;0;0
13014;2022-02-01;0;0;0;0;1;0;0
28746;2022-11-01;0;0;0;0;1;1;0
3342;2022-11-01;0;0;0;1;0;0;0
30550;2023-04-01;0;0;0;0;1;0;0
24675;2022-08-01;0;0;0;0;1;0;0
26414;2022-11-01;0;0;0;0;1;1;0
28013;2022-10-01;0;0;0;0;1;0;0
1505;2022-10-01;0;0;0;0;1;0;0
20597;2022-01-01;0;0;0;0;1;0;0
28394;2023-01-01;0;0;0;0;1;0;0
30166;2023-04-01;0;0;0;0;1;0;0
32086;2023-04-01;0;1;0;0;0;0;0
22024;2022-06-01;0;1;0;0;1;0;0
13417;2022-03-01;0;0;0;0;1;0;0
27387;2023-03-01;0;0;0;0;1;1;0
12295;2022-02-01;0;0;0;0;1;0;0
24727;2022-08-01;0;0;0;0;1;0;0
26539;2022-12-01;0;0;0;0;1;0;0
27006;2023-03-01;0;0;0;0;1;0;0
28567;2022-12-01;0;0;0;0;1;0;0
26964;2023-04-01;0;0;0;0;1;0;0
4736;2023-01-01;0;0;0;0;1;0;0
13581;2022-01-01;0;0;0;0;1;0;0
20954;2022-09-01;0;1;0;0;1;0;0
22183;2022-07-01;0;0;0;0;1;0;0
28715;2022-12-01;0;0;0;0;1;1;0
13739;2022-01-01;0;0;0;0;1;0;0
27696;2023-01-01;0;0;0;0;1;0;0
26873;2022-12-01;0;0;0;0;1;0;0
29685;2023-02-01;0;0;0;0;1;0;0
22901;2022-04-01;0;1;0;0;0;0;0
26785;2022-08-01;0;0;0;0;1;1;0
20018;2022-09-01;0;0;0;0;1;0;0
26237;2022-06-01;0;0;0;0;1;0;0
26116;2022-11-01;0;0;0;1;0;0;0
32280;2023-06-01;0;0;0;0;1;0;0
5984;2022-10-01;0;0;0;0;1;0;0
2457;2023-04-01;1;1;1;0;1;0;0
14814;2022-12-01;0;0;0;0;1;0;0
16872;2022-02-01;0;0;0;0;1;0;0
28615;2022-12-01;0;0;0;0;1;0;0
27428;2023-02-01;0;0;0;0;1;1;0
27781;2023-02-01;0;0;0;0;1;0;0
28910;2023-03-01;0;0;0;0;1;0;0
13610;2022-01-01;0;1;0;0;1;0;0
16683;2022-02-01;0;0;0;0;1;0;0
11632;2022-02-01;0;0;0;0;1;0;0
32364;2023-04-01;0;1;0;0;0;0;0
17716;2023-05-01;0;1;0;0;0;0;0
26228;2022-09-01;0;0;0;0;1;0;0
27543;2023-04-01;0;0;0;0;1;1;0
28910;2023-06-01;0;0;0;0;1;0;0
30251;2023-04-01;0;0;0;0;1;0;0
27157;2022-09-01;0;0;0;0;1;0;0
9990;2022-05-01;0;0;0;0;1;0;0
27030;2022-09-01;0;0;0;0;1;0;0
27559;2022-11-01;0;0;0;0;1;0;0
17861;2022-02-01;0;0;0;0;1;0;0
28721;2022-10-01;0;0;0;0;1;0;0
30200;2023-03-01;0;0;0;0;1;1;0
4736;2022-08-01;0;0;0;0;1;0;0
29184;2023-01-01;0;0;0;0;1;0;0
29533;2023-01-01;0;0;0;0;1;0;0
29244;2022-12-01;0;0;0;0;1;0;0
32421;2023-04-01;0;0;0;0;1;0;0
21367;2023-01-01;0;0;0;0;0;0;1
23037;2022-06-01;0;1;0;0;0;0;0
7397;2023-02-01;0;1;0;0;0;0;0
27241;2022-11-01;0;0;0;0;1;1;0
24660;2022-06-01;0;0;0;0;1;0;0
9990;2022-01-01;0;0;0;0;1;0;0
26656;2023-04-01;0;0;0;0;1;0;0
24765;2022-08-01;0;0;0;0;1;0;0
26434;2022-07-01;0;0;0;0;1;0;0
13126;2022-01-01;0;0;0;0;1;0;0
17836;2022-01-01;0;0;0;0;1;0;0
22120;2022-05-01;0;0;0;0;1;0;0
28336;2022-11-01;0;0;0;0;1;0;0
1004;2022-02-01;0;0;0;0;1;0;0
28170;2022-10-01;0;0;0;0;1;0;0
10137;2022-11-01;0;0;0;0;1;0;0
4413;2022-07-01;0;0;0;0;1;0;0
24693;2023-04-01;0;0;0;0;1;0;0
29912;2023-06-01;0;0;0;0;1;0;0
28152;2023-05-01;0;0;0;0;1;0;0
24716;2022-08-01;0;0;0;0;1;0;0
27055;2022-10-01;0;0;0;0;1;0;0
32679;2023-05-01;0;1;0;0;0;0;0
30375;2023-06-01;0;0;0;0;1;1;0
30197;2023-05-01;0;1;0;0;0;0;0
20423;2022-05-01;0;0;0;0;1;0;0
22333;2022-08-01;0;0;0;0;1;0;0
22801;2022-12-01;0;0;0;0;1;0;0
27499;2022-11-01;0;0;0;0;1;1;0
28936;2023-04-01;0;0;0;0;1;1;0
12096;2022-03-01;0;0;0;0;1;0;0
27104;2022-11-01;0;0;0;0;1;0;0
10988;2022-02-01;0;0;0;0;1;0;0
27066;2023-03-01;0;0;0;0;1;0;0
29784;2023-03-01;0;0;0;0;1;1;0
32843;2023-06-01;0;0;0;0;1;0;0
20423;2023-01-01;0;0;0;0;1;0;0
21951;2023-05-01;0;1;1;0;1;0;0
28075;2023-05-01;0;0;0;0;1;0;0
24603;2023-04-01;0;0;0;0;1;0;0
28786;2023-04-01;0;0;0;0;1;1;0
11724;2022-01-01;0;0;0;0;1;0;0
28292;2023-06-01;0;0;0;0;1;0;0
28650;2022-11-01;0;0;0;0;1;0;0
27957;2022-12-01;0;0;0;0;1;1;0
28167;2022-10-01;0;0;0;0;1;0;0
29722;2023-04-01;0;1;0;0;0;0;0
27415;2022-09-01;0;0;0;0;0;0;1
28193;2023-02-01;0;0;0;0;1;0;0
28684;2023-01-01;0;0;0;0;1;0;0
30893;2023-04-01;0;0;0;0;1;0;0
27075;2022-10-01;0;0;0;0;1;1;0
24615;2023-04-01;0;0;0;0;1;0;0
7009;2022-04-01;0;0;0;0;1;0;0
29825;2023-02-01;0;0;0;0;1;0;0
20578;2022-02-01;0;0;0;0;1;0;0
20016;2022-02-01;0;0;0;0;1;0;0
24745;2023-03-01;0;0;0;0;1;0;0
29043;2022-11-01;0;0;0;0;1;1;0
28076;2023-01-01;0;0;0;0;1;0;0
27948;2023-01-01;0;0;0;0;1;0;0
11296;2022-01-01;0;0;0;0;1;0;0
27526;2023-01-01;0;0;0;0;1;0;0
29237;2022-12-01;0;0;0;0;1;1;0
22497;2022-08-01;0;1;0;0;0;0;0
27364;2022-08-01;0;0;0;0;1;0;0
26762;2022-11-01;0;0;0;0;1;0;0
30897;2023-04-01;0;0;0;0;1;0;0
16900;2022-05-01;0;0;0;0;1;0;0
29416;2022-12-01;0;0;0;0;1;0;0
29261;2023-01-01;0;1;0;0;0;0;0
29097;2023-03-01;0;0;0;0;1;0;0
23445;2022-07-01;0;1;0;0;0;0;0
1586;2023-04-01;0;0;0;0;0;0;1
27923;2022-10-01;0;0;0;0;1;1;0
6297;2022-08-01;0;1;1;0;0;0;0
32581;2023-05-01;0;0;0;0;1;0;0
24770;2022-12-01;0;0;0;0;1;0;0
28852;2023-03-01;0;0;0;0;1;1;0
29384;2023-02-01;0;0;0;0;1;0;0
27265;2022-12-01;0;1;0;0;0;0;0
17001;2022-03-01;0;0;0;0;1;0;0
6296;2022-10-01;0;1;0;0;0;0;0
27105;2023-06-01;0;0;0;0;1;0;0
26844;2022-12-01;0;0;0;0;1;0;0
21081;2023-04-01;0;0;0;0;1;0;0
25294;2023-06-01;0;0;1;0;0;0;0
26772;2022-10-01;0;0;0;0;1;0;0
30433;2023-02-01;0;0;0;0;1;0;0
6301;2022-08-01;0;1;0;0;0;0;0
20567;2022-02-01;0;0;0;0;1;0;0
17592;2022-01-01;0;0;0;0;1;0;0
27200;2022-09-01;0;0;0;0;1;0;0
27753;2022-11-01;0;0;0;0;1;0;0
30581;2023-06-01;0;0;0;0;1;0;0
10710;2023-05-01;0;0;0;0;1;0;0
20784;2022-01-01;0;0;0;0;1;0;0
9438;2022-03-01;0;0;0;0;1;0;0
19135;2022-01-01;0;0;0;0;1;0;0
30668;2023-04-01;0;0;0;0;1;0;0
28466;2023-02-01;0;0;0;0;1;0;0
31770;2023-05-01;0;0;0;0;1;0;0
4330;2023-06-01;0;0;0;0;1;0;0
21980;2022-09-01;0;0;0;0;1;0;0
26995;2022-10-01;0;0;0;0;1;0;0
30217;2023-04-01;0;1;0;0;0;0;0
20434;2022-02-01;0;1;0;0;0;0;0
27122;2022-12-01;0;0;0;0;1;0;0
32771;2023-05-01;0;0;0;0;1;1;0
27155;2022-12-01;0;0;0;0;1;0;0
28483;2022-10-01;0;0;0;0;1;0;0
29658;2023-01-01;0;0;0;0;1;0;0
26813;2022-12-01;0;0;0;0;1;0;0
28019;2023-03-01;0;0;0;0;1;0;0
27276;2022-08-01;0;0;0;0;1;1;0
15527;2022-01-01;0;0;0;0;1;0;0
20228;2022-01-01;0;0;0;0;1;0;0
28292;2023-05-01;0;0;0;0;1;0;0
23460;2022-08-01;0;0;0;0;1;0;0
17861;2023-03-01;0;0;0;0;1;0;0
31081;2023-05-01;0;1;0;0;0;0;0
26535;2022-11-01;0;0;0;0;1;0;0
27383;2023-01-01;0;0;0;0;1;0;0
21052;2023-04-01;0;0;0;0;1;0;0
28212;2022-11-01;0;0;0;0;1;0;0
26418;2022-11-01;0;0;0;0;1;0;0
29869;2023-06-01;0;1;0;0;0;0;0
25388;2022-06-01;0;0;1;0;0;0;0
28243;2023-06-01;0;0;0;0;1;0;0
27830;2022-11-01;0;0;0;0;1;1;0
32646;2023-06-01;0;1;0;0;0;0;0
28492;2023-04-01;0;0;0;0;1;0;0
1378;2022-02-01;0;0;0;0;1;0;0
24677;2023-03-01;0;0;0;0;1;0;0
26627;2023-05-01;0;0;0;0;1;0;0
26801;2022-09-01;0;0;0;0;1;0;0
26320;2022-07-01;0;1;0;0;0;0;0
26846;2023-01-01;0;0;0;0;1;0;0
28201;2022-09-01;0;0;0;0;1;0;0
26276;2023-02-01;0;0;0;0;1;0;0
27049;2023-04-01;0;0;0;0;1;0;0
27754;2022-10-01;0;0;0;0;1;0;0
18562;2023-03-01;0;0;0;0;1;0;0
28650;2023-02-01;0;0;0;0;1;0;0
34394;2023-06-01;0;1;0;0;0;0;0
28227;2022-10-01;0;0;0;0;1;0;0
29141;2022-12-01;0;0;0;0;1;0;0
13208;2022-01-01;0;0;0;0;1;0;0
2057;2022-01-01;0;0;0;0;1;0;0
26936;2023-03-01;0;1;0;0;0;0;0
9990;2022-04-01;0;0;0;0;1;0;0
19361;2022-01-01;0;0;0;0;1;0;0
29381;2023-04-01;0;0;0;0;1;0;0
7221;2023-04-01;0;0;0;0;1;0;0
27035;2022-12-01;0;0;0;0;1;0;0
31911;2023-06-01;0;0;0;0;1;0;0
22146;2022-10-01;0;0;0;0;1;0;0
28962;2023-02-01;0;0;0;0;1;0;0
32834;2023-05-01;0;0;0;0;1;0;0
17557;2022-01-01;0;0;0;0;1;0;0
26147;2022-09-01;0;1;0;1;0;0;0
27696;2023-02-01;0;0;0;0;1;0;0
8833;2022-01-01;0;0;0;0;1;0;0
16250;2022-04-01;0;1;0;0;1;0;0
28525;2022-11-01;0;0;0;0;1;0;0
31816;2023-05-01;0;0;0;0;1;0;0
18794;2023-06-01;0;0;0;0;1;0;0
10395;2022-01-01;0;0;0;0;1;0;0
30014;2023-05-01;0;1;0;0;1;0;0
30133;2023-06-01;1;0;0;0;0;0;0
20894;2023-05-01;0;0;0;0;1;1;0
6689;2022-05-01;0;0;0;0;1;0;0
27947;2023-01-01;0;0;0;0;1;0;0
17425;2022-06-01;0;0;0;0;1;0;0
8428;2022-02-01;0;0;0;0;1;0;0
18941;2022-05-01;0;0;0;0;1;0;0
115;2022-02-01;0;0;0;0;1;0;0
26782;2022-08-01;0;0;0;0;1;0;0
10931;2022-01-01;0;0;0;0;1;0;0
28678;2023-06-01;0;0;0;0;1;0;0
2547;2022-06-01;0;0;0;0;0;1;0
24762;2022-11-01;0;0;0;0;1;0;0
27247;2023-02-01;0;1;0;0;0;0;0
2457;2022-03-01;0;1;1;1;0;0;0
22038;2022-04-01;0;0;0;0;0;0;1
24194;2022-11-01;1;0;1;0;0;0;0
27102;2023-05-01;0;0;0;0;1;0;0
11781;2022-03-01;0;0;0;0;1;0;0
28402;2023-01-01;0;0;0;0;1;0;0
30370;2023-03-01;0;0;0;0;1;1;0
2825;2022-01-01;0;0;0;0;1;0;0
28284;2022-09-01;0;0;0;0;1;0;0
30096;2023-03-01;0;0;0;0;1;0;0
22219;2022-03-01;0;0;0;0;1;0;0
29855;2023-06-01;0;0;0;0;1;0;0
22289;2022-08-01;0;0;0;0;1;0;0
27086;2022-09-01;0;0;0;0;1;1;0
24332;2022-06-01;0;0;1;0;0;0;0
26862;2023-01-01;0;0;0;0;1;0;0
7069;2022-05-01;0;1;0;0;0;0;0
27158;2023-03-01;0;0;0;0;1;0;0
21878;2022-01-01;0;0;0;0;1;0;0
29035;2023-02-01;0;0;0;0;1;0;0
29022;2022-11-01;0;0;0;0;1;0;0
276;2023-01-01;0;0;0;0;1;0;0
30254;2023-02-01;0;0;0;0;1;0;0
22267;2022-10-01;0;0;0;0;0;0;1
27156;2022-11-01;0;0;0;0;1;0;0
27281;2022-08-01;0;0;0;0;1;1;0
16964;2023-04-01;0;0;0;0;1;0;0
19509;2022-01-01;0;0;0;0;1;0;0
29023;2022-12-01;0;0;0;0;1;0;0
26470;2023-03-01;0;1;0;0;0;0;0
27144;2022-09-01;0;0;0;0;1;0;0
26061;2023-05-01;0;1;0;0;0;0;0
30924;2023-05-01;0;0;0;0;1;1;0
27376;2022-10-01;0;0;0;0;1;0;0
32130;2023-04-01;0;1;0;0;0;0;0
32028;2023-04-01;0;0;0;0;1;1;0
27501;2023-03-01;0;0;0;0;1;1;0
21951;2023-01-01;0;1;0;0;1;0;0
31271;2023-05-01;0;1;0;0;0;0;0
21849;2022-01-01;0;0;0;0;1;0;0
17485;2022-02-01;0;0;0;0;0;0;1
3655;2022-11-01;0;1;0;0;1;0;0
18420;2022-01-01;0;0;0;0;1;0;0
30463;2023-03-01;0;0;0;0;1;0;0
26416;2023-03-01;0;0;0;0;1;1;0
27542;2022-08-01;0;0;0;0;1;0;0
1696;2023-04-01;0;1;0;0;1;0;0
29791;2023-04-01;0;0;0;0;1;0;0
14634;2022-02-01;0;0;0;0;1;0;0
14658;2022-01-01;0;0;0;0;1;0;0
27135;2023-02-01;0;0;0;0;1;0;0
30090;2023-04-01;0;0;0;0;1;0;0
26283;2022-06-01;0;0;0;0;1;0;0
26617;2022-07-01;0;0;0;0;1;0;0
26989;2023-02-01;0;0;0;0;1;1;0
30537;2023-05-01;0;0;0;0;1;0;0
15186;2022-06-01;0;0;0;0;1;0;0
24762;2022-09-01;0;0;0;0;1;0;0
15592;2022-01-01;0;0;0;0;1;0;0
7710;2022-04-01;0;0;0;0;1;0;0
24504;2022-06-01;0;1;0;1;0;0;0
21638;2022-10-01;0;0;0;0;1;0;0
22165;2022-03-01;0;0;0;0;1;0;0
27006;2022-10-01;0;0;0;0;1;0;0
20047;2022-01-01;0;0;0;0;1;0;0
29855;2023-02-01;0;0;0;0;1;1;0
28718;2023-01-01;0;0;0;0;1;0;0
32059;2023-04-01;0;1;0;0;0;0;0
26830;2022-09-01;0;0;0;0;1;0;0
28917;2023-02-01;0;0;0;0;1;1;0
30346;2023-03-01;0;0;0;0;1;1;0
21052;2022-04-01;0;0;0;0;1;0;0
30113;2023-03-01;0;0;0;0;1;1;0
6297;2022-10-01;0;1;0;0;0;0;0
26849;2022-12-01;0;0;0;0;1;0;0
20445;2022-01-01;0;0;0;0;1;0;0
28170;2023-04-01;0;0;0;0;1;0;0
27767;2022-12-01;0;0;0;0;1;0;0
29896;2023-02-01;0;0;0;0;1;0;0
16208;2022-01-01;0;0;0;0;1;0;0
4924;2023-05-01;0;0;0;0;1;0;0
6689;2022-12-01;0;0;0;0;1;0;0
19976;2022-05-01;0;0;0;0;1;0;0
27826;2023-01-01;0;1;0;0;0;0;0
27112;2022-09-01;0;0;0;0;1;0;0
24782;2022-09-01;0;0;0;0;1;0;0
26019;2023-01-01;0;1;0;0;0;0;0
16492;2022-01-01;0;0;0;0;1;0;0
21903;2022-02-01;0;0;0;0;1;0;0
30042;2023-03-01;0;0;0;0;1;0;0
29695;2023-04-01;0;0;0;0;1;0;0
24725;2022-12-01;0;0;0;0;1;0;0
27217;2022-10-01;0;0;0;0;1;0;0
28238;2023-02-01;0;0;0;0;1;0;0
26787;2022-11-01;0;0;0;0;1;0;0
32243;2023-05-01;0;0;0;0;1;0;0
18819;2022-09-01;0;0;0;0;1;0;0
26748;2022-07-01;0;0;0;0;1;0;0
26431;2022-08-01;0;0;0;0;1;0;0
26213;2022-10-01;0;0;0;0;1;0;0
28281;2023-04-01;0;0;0;0;1;0;0
32372;2023-04-01;0;1;0;0;0;0;0
13212;2022-07-01;0;0;0;0;1;0;0
24677;2022-10-01;0;0;0;0;1;0;0
11243;2022-09-01;0;0;0;0;1;0;0
28691;2023-05-01;0;0;0;0;1;0;0
28714;2022-12-01;0;0;0;0;1;0;0
27161;2023-02-01;0;0;0;0;1;0;0
30936;2023-04-01;0;0;0;0;1;0;0
20952;2022-01-01;0;0;0;0;1;0;0
19203;2022-02-01;0;0;0;1;0;0;0
30550;2023-03-01;0;0;0;0;1;0;0
28862;2022-11-01;0;0;0;0;1;0;0
22815;2023-05-01;0;1;0;0;0;0;0
30632;2023-04-01;0;0;0;0;1;0;0
32371;2023-05-01;0;1;0;0;0;0;0
6294;2022-05-01;0;1;0;0;0;0;0
21195;2022-01-01;0;0;0;0;1;0;0
29774;2023-01-01;0;0;0;0;1;0;0
26656;2023-02-01;0;0;0;0;1;0;0
30142;2023-04-01;0;0;0;0;1;0;0
27195;2022-11-01;0;0;0;0;1;0;0
27964;2023-05-01;0;1;0;0;0;0;0
2515;2022-01-01;0;0;0;0;1;0;0
28001;2022-12-01;0;0;0;0;1;1;0
28434;2022-12-01;0;0;0;0;1;0;0
5274;2022-11-01;0;0;0;0;1;0;0
18203;2022-03-01;0;0;0;0;1;0;0
28900;2023-01-01;0;0;0;0;1;0;0
21752;2023-03-01;0;0;0;0;1;0;0
22229;2022-07-01;0;0;0;0;1;0;0
30842;2023-03-01;0;0;0;0;1;1;0
27834;2023-03-01;0;0;0;0;1;1;0
28794;2023-05-01;0;0;0;0;1;0;0
30891;2023-03-01;0;1;0;0;0;0;0
30174;2023-02-01;0;0;0;0;1;0;0
26176;2022-09-01;0;0;0;0;1;0;0
18857;2022-05-01;0;0;0;0;1;0;0
26537;2023-04-01;0;0;0;0;1;0;0
32838;2023-05-01;0;0;0;0;1;0;0
7009;2022-02-01;0;0;0;0;1;0;0
1742;2022-02-01;0;1;1;0;1;0;0
6695;2022-04-01;0;0;0;0;1;0;0
11943;2023-01-01;0;0;0;0;1;0;0
27097;2022-12-01;0;0;0;0;1;0;0
24761;2022-10-01;0;0;0;0;1;0;0
27942;2022-12-01;0;0;0;0;1;0;0
29634;2022-12-01;0;0;0;0;1;0;0
18179;2022-07-01;0;0;0;0;1;0;0
26562;2022-07-01;0;0;0;0;1;0;0
12943;2022-03-01;0;0;0;0;1;0;0
26842;2023-04-01;0;0;0;0;1;0;0
28359;2023-01-01;0;0;0;0;1;0;0
24648;2022-06-01;0;0;0;0;1;0;0
28680;2023-02-01;0;0;0;0;1;0;0
7553;2022-02-01;0;0;0;0;1;0;0
7077;2022-02-01;0;0;0;0;1;0;0
23855;2022-05-01;0;0;0;1;0;0;0
24680;2023-02-01;0;0;0;0;1;0;0
31885;2023-06-01;0;1;0;0;0;0;0
6300;2022-02-01;0;1;0;0;0;0;0
26657;2023-01-01;0;0;0;0;1;0;0
29043;2023-05-01;0;0;0;0;1;0;0
27202;2023-02-01;0;0;0;0;1;1;0
30425;2023-05-01;0;0;0;0;1;1;0
26862;2023-05-01;0;0;0;0;1;0;0
28916;2022-11-01;0;0;0;0;1;1;0
21752;2022-03-01;0;0;0;0;1;0;0
16661;2022-01-01;0;0;0;0;1;0;0
28192;2022-09-01;0;0;0;0;1;0;0
29197;2022-12-01;0;0;0;0;1;1;0
20267;2023-06-01;0;0;0;0;1;0;0
30562;2023-04-01;0;1;0;0;1;0;0
23471;2022-12-01;0;0;0;0;1;0;0
30372;2023-03-01;0;1;0;0;0;0;0
30560;2023-06-01;0;0;0;0;1;0;0
26844;2022-11-01;0;0;0;0;1;0;0
8874;2022-01-01;0;0;0;0;1;0;0
22335;2022-04-01;0;0;0;0;1;0;0
22784;2023-01-01;0;1;0;0;0;0;0
31491;2023-05-01;0;1;0;0;0;0;0
26337;2022-06-01;0;0;0;0;1;0;0
30568;2023-04-01;0;0;0;0;1;0;0
7644;2022-12-01;0;1;0;0;0;0;0
21608;2022-05-01;0;0;0;0;1;0;0
26890;2022-08-01;0;1;0;0;0;0;0
28842;2023-04-01;0;1;0;0;0;0;0
26220;2023-06-01;0;0;0;0;1;0;0
30391;2023-03-01;0;0;0;0;1;0;0
22627;2022-10-01;0;1;0;0;0;0;0
28951;2022-12-01;0;0;0;0;1;0;0
29069;2023-04-01;0;0;0;0;1;0;0
19540;2022-06-01;0;0;0;0;1;0;0
1373;2022-01-01;0;0;0;0;1;0;0
28917;2023-01-01;0;0;0;0;1;1;0
29253;2023-02-01;0;0;0;0;1;0;0
22336;2022-08-01;0;0;0;0;1;0;0
13805;2022-04-01;0;0;0;0;1;0;0
29157;2023-03-01;0;0;0;0;1;0;0
27241;2022-10-01;0;0;0;0;1;1;0
24698;2023-06-01;0;0;0;0;1;0;0
21634;2022-08-01;0;0;0;0;1;0;0
3430;2022-04-01;0;0;0;0;1;0;0
