rec_est_id;rec_month_part;rec_year_part;rec_month_mf_antecipated;rec_month_mf_not_antecipated;rec_month_qtd_mov;rec_registered_month;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef;qtd_produtos;rec_monthly_category
1317;9;2021;26470.4;0.0;380.0;31.0;0;0;0;0;1;0;0;1;3
1317;10;2021;16369.0;0.0;233.0;32.0;0;0;0;0;1;0;0;1;3
1356;3;2021;12470.99;0.0;39.0;25.0;0;0;0;0;1;0;0;1;3
1356;4;2021;10954.0;0.0;29.0;26.0;0;0;0;0;1;0;0;1;3
1356;5;2021;6995.0;0.0;21.0;27.0;0;0;0;0;1;0;0;1;3
1356;6;2021;6232.0;0.0;22.0;28.0;0;0;0;0;1;0;0;1;3
1356;7;2021;2732.0;0.0;13.0;29.0;0;0;0;0;1;0;0;1;3
1356;8;2021;1270.0;0.0;7.0;30.0;0;0;0;0;1;0;0;1;3
1356;9;2021;1100.0;0.0;7.0;31.0;0;0;0;0;1;0;0;1;3
1356;10;2021;1320.0;0.0;9.0;32.0;0;0;0;0;1;0;0;1;3
1356;11;2021;880.0;0.0;9.0;33.0;0;0;0;0;1;0;0;1;3
1356;12;2021;950.0;0.0;9.0;34.0;0;0;0;0;1;0;0;1;3
1366;2;2022;13860.5;0.0;28.0;36.0;0;0;0;0;1;0;0;1;3
1366;3;2022;7490.0;14470.0;26.0;37.0;0;0;0;0;1;0;0;1;3
1366;4;2022;0.0;57162.4;64.0;38.0;0;0;0;0;1;0;0;1;3
1366;5;2022;0.0;80197.4;95.0;39.0;0;0;0;0;1;0;0;1;3
1366;6;2022;0.0;60515.0;83.0;40.0;0;0;0;0;1;0;0;1;3
1366;7;2022;0.0;47820.5;74.0;41.0;0;0;0;0;1;0;0;1;3
1366;8;2022;0.0;64780.5;86.0;42.0;0;0;0;0;1;0;0;1;3
1366;9;2022;0.0;69368.0;92.0;43.0;0;0;0;0;1;0;0;1;3
1366;10;2022;0.0;43850.0;78.0;44.0;0;0;0;0;1;0;0;1;3
1366;11;2022;0.0;30657.0;65.0;45.0;0;0;0;0;1;0;0;1;3
1366;12;2022;0.0;44412.0;64.0;46.0;0;0;0;0;1;0;0;1;3
1366;1;2023;0.0;72825.0;82.0;47.0;0;0;0;0;1;0;0;1;3
1366;2;2023;0.0;45086.0;53.0;48.0;0;0;0;0;1;0;0;1;3
