rec_est_id;rec_month_part;rec_year_part;rec_month_mf_antecipated;rec_month_mf_not_antecipated;rec_month_qtd_mov;rec_registered_month;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef;qtd_produtos;rec_monthly_category
1081;12;2021;16694.89;0.0;43;36.0;0;0;0;0;1;0;0;1;3
1122;2;2022;110.0;0.0;1;37.0;0;0;0;0;1;0;0;1;5
1123;2;2021;62796.65;0.0;405;25.0;0;0;0;0;1;0;0;1;3
1123;3;2021;62911.44;350.0;487;26.0;0;0;0;0;1;0;0;1;3
1123;4;2021;18922.25;0.0;133;27.0;0;0;0;0;1;0;0;1;3
1123;5;2021;7730.2;0.0;76;28.0;0;0;0;0;1;0;0;1;3
1125;2;2021;350486.11;0.0;233;25.0;0;0;0;0;1;0;0;1;3
1125;4;2021;126578.76;0.0;66;27.0;0;0;0;0;1;0;0;1;5
1125;5;2021;91491.9;0.0;29;28.0;0;0;0;0;1;0;0;1;3
1125;6;2021;57640.4;0.0;18;29.0;0;0;0;0;1;0;0;1;3
1125;7;2021;34122.76;0.0;10;30.0;0;0;0;0;1;0;0;1;3
1188;2;2021;2199.97;0.0;69;18.0;0;0;0;0;1;0;0;1;3
1188;3;2021;1919.4;0.0;44;19.0;0;0;0;0;1;0;0;1;3
1188;4;2021;2492.71;0.0;83;20.0;0;0;0;0;1;0;0;1;3
1188;5;2021;887.0;0.0;36;21.0;0;0;0;0;1;0;0;1;3
1193;1;2022;10964.89;0.0;10;36.0;0;0;0;0;1;0;0;1;3
1203;8;2022;1500.0;0.0;1;43.0;0;0;0;0;1;0;0;1;5
1203;12;2022;780.0;0.0;1;47.0;0;0;0;0;1;0;0;1;5
1203;1;2023;315.0;0.0;1;48.0;0;0;0;0;1;0;0;1;3
1222;1;2022;609.0;0.0;13;36.0;0;0;0;0;1;0;0;1;3
1222;2;2022;921.0;0.0;8;37.0;0;0;0;0;1;0;0;1;3
1222;4;2022;45.0;0.0;1;39.0;0;0;0;0;1;0;0;1;5
1224;6;2022;1.0;0.0;1;41.0;0;0;0;0;1;0;0;1;5
1317;2;2021;6688.5;0.0;110;24.0;0;0;0;0;1;0;0;1;3
1317;3;2021;6400.45;94.0;90;25.0;0;0;0;0;1;0;0;1;3
1317;4;2021;5414.0;0.0;82;26.0;0;0;0;0;1;0;0;1;3
1317;5;2021;2256.4;0.0;29;27.0;0;0;0;0;1;0;0;1;3
1317;6;2021;4585.2;0.0;51;28.0;0;0;0;0;1;0;0;1;3
1317;7;2021;17289.3;0.0;220;29.0;0;0;0;0;1;0;0;1;3
1317;8;2021;14061.4;0.0;203;30.0;0;0;0;0;1;0;0;1;3
1317;9;2021;12409.0;0.0;177;31.0;0;0;0;0;1;0;0;1;3
1317;10;2021;3960.0;0.0;56;32.0;0;0;0;0;1;0;0;1;3
1344;1;2022;83.5;0.0;4;35.0;0;0;0;0;1;0;0;1;3
1344;2;2022;97.0;0.0;1;36.0;0;0;0;0;1;0;0;1;3
1347;3;2021;22.0;0.0;1;25.0;0;0;0;0;1;0;0;1;5
1347;4;2021;40.0;0.0;1;26.0;0;0;0;0;1;0;0;1;3
1356;2;2021;4091.99;0.0;17;24.0;0;0;0;0;1;0;0;1;3
1356;3;2021;8379.0;0.0;22;25.0;0;0;0;0;1;0;0;1;3
1356;4;2021;2575.0;0.0;7;26.0;0;0;0;0;1;0;0;1;3
1356;5;2021;4420.0;0.0;14;27.0;0;0;0;0;1;0;0;1;3
1356;6;2021;1812.0;0.0;8;28.0;0;0;0;0;1;0;0;1;3
1356;7;2021;920.0;0.0;5;29.0;0;0;0;0;1;0;0;1;3
1356;8;2021;350.0;0.0;2;30.0;0;0;0;0;1;0;0;1;3
1356;9;2021;750.0;0.0;5;31.0;0;0;0;0;1;0;0;1;3
1356;10;2021;570.0;0.0;4;32.0;0;0;0;0;1;0;0;1;3
1356;11;2021;310.0;0.0;5;33.0;0;0;0;0;1;0;0;1;3
1356;12;2021;640.0;0.0;4;34.0;0;0;0;0;1;0;0;1;3
1366;1;2022;6370.5;0.0;19;35.0;0;0;0;0;1;0;0;1;3
1366;2;2022;7490.0;0.0;9;36.0;0;0;0;0;1;0;0;1;3
1366;3;2022;0.0;14470.0;17;37.0;0;0;0;0;1;0;0;1;3
1366;4;2022;0.0;42692.4;47;38.0;0;0;0;0;1;0;0;1;3
1366;5;2022;0.0;37505.0;48;39.0;0;0;0;0;1;0;0;1;3
1366;6;2022;0.0;23010.0;35;40.0;0;0;0;0;1;0;0;1;3
1366;7;2022;0.0;24810.5;39;41.0;0;0;0;0;1;0;0;1;3
1366;8;2022;0.0;39970.0;47;42.0;0;0;0;0;1;0;0;1;3
1366;9;2022;0.0;29398.0;45;43.0;0;0;0;0;1;0;0;1;3
1366;10;2022;0.0;14452.0;33;44.0;0;0;0;0;1;0;0;1;3
1366;11;2022;0.0;16205.0;32;45.0;0;0;0;0;1;0;0;1;3
1366;12;2022;0.0;28207.0;32;46.0;0;0;0;0;1;0;0;1;3
1366;1;2023;0.0;44618.0;50;47.0;0;0;0;0;1;0;0;1;3
1366;2;2023;0.0;468.0;3;48.0;0;0;0;0;1;0;0;1;3
1378;1;2022;743.0;0.0;1;35.0;0;0;0;0;1;0;0;1;3
1378;2;2022;948.58;0.0;4;36.0;0;0;0;0;1;0;0;1;3
1453;2;2021;9953.5;0.0;17;24.0;0;0;0;0;1;0;0;1;3
1453;3;2021;16612.73;122.43;106;25.0;0;0;0;0;1;0;0;1;3
