rec_est_id;rec_month_part;rec_year_part;rec_month_mf_antecipated;rec_month_mf_not_antecipated;rec_previous_month_mf_delta;rec_previous_month_qtd_mov_delta;rec_month_ticket_medio;rec_registered_month;emission_bill;linkou;linkou_pix;payment_bill_card;pos;pos_pix;tef;qtd_produtos;category_change;already_churn;churn_count;rec_monthly_category
280;4;2021;1409.0;0.0;509.0;6;140.9;32.0;0;0;0;0;1;0;0;1;-2.0;0;0;3
280;5;2021;600.0;0.0;-809.0;-5;120.0;33.0;0;0;0;0;1;0;0;1;0.0;0;0;3
280;6;2021;735.0;0.0;135.0;0;147.0;34.0;0;0;0;0;1;0;0;1;0.0;0;0;3
282;2;2022;911.3;0.0;911.3;3;303.77;42.0;0;0;0;0;1;0;0;1;0.0;0;0;5
299;1;2022;11768.0;0.0;-9547.0;-16;301.74;41.0;0;0;0;0;1;0;0;1;0.0;0;0;3
301;2;2021;0.0;29642.84;-4878.61;-11;191.24;11.0;0;0;0;0;1;0;0;1;0.0;0;0;3
301;3;2021;6527.4;21380.09;-1735.35;-18;203.7;12.0;0;0;0;0;1;0;0;1;0.0;0;0;3
301;3;2021;6527.4;21380.09;-1735.35;-18;203.7;12.0;0;1;0;0;0;0;0;1;0.0;0;0;3
301;4;2021;863.0;46039.18;18994.69;53;246.85;13.0;0;0;0;0;1;0;0;1;0.0;0;0;3
301;4;2021;863.0;46039.18;18994.69;53;246.85;13.0;0;1;0;0;0;0;0;1;0.0;0;0;3
301;5;2021;676.0;43023.84;-3202.34;8;220.71;14.0;0;1;0;0;0;0;0;1;0.0;0;0;3
301;5;2021;676.0;43023.84;-3202.34;8;220.71;14.0;0;0;0;0;1;0;0;1;0.0;0;0;3
301;6;2021;0.0;31773.3;-11926.54;-14;172.68;15.0;0;0;0;0;1;0;0;1;0.0;0;0;3
301;7;2021;535.94;44772.55;13535.19;17;225.42;16.0;0;0;0;0;1;0;0;1;0.0;0;0;3
301;7;2021;535.94;44772.55;13535.19;17;225.42;16.0;0;1;0;0;0;0;0;1;0.0;0;0;3
301;8;2021;0.0;11379.2;-33929.29;-138;180.62;17.0;0;0;0;0;1;0;0;1;0.0;0;0;3
311;2;2021;2017.8;1176.0;-512.71;-3;228.13;7.0;0;0;0;0;1;0;0;1;0.0;0;0;3
311;2;2021;2017.8;1176.0;-512.71;-3;228.13;7.0;0;1;0;0;0;0;0;1;0.0;0;0;3
311;3;2021;2434.18;0.0;-759.62;-11;811.39;8.0;0;0;0;0;1;0;0;1;0.0;0;0;3
326;2;2021;3540.0;0.0;1291.0;2;885.0;29.0;0;0;0;0;1;0;0;1;0.0;0;0;3
326;3;2021;5339.99;0.0;1799.99;0;1335.0;30.0;0;0;0;0;1;0;0;1;0.0;0;0;3
326;4;2021;180.0;0.0;-5159.99;-3;180.0;31.0;0;0;0;0;1;0;0;1;0.0;0;0;3
326;7;2021;3679.2;0.0;3679.2;6;613.2;34.0;0;0;0;0;1;0;0;1;2.0;0;0;5
326;8;2021;2200.0;0.0;-1479.2;-4;1100.0;35.0;0;0;0;0;1;0;0;1;-2.0;0;0;3
326;9;2021;430.0;0.0;-1770.0;-1;430.0;36.0;0;0;0;0;1;0;0;1;0.0;0;0;3
326;10;2021;948.9;0.0;518.9;2;316.3;37.0;0;0;0;0;1;0;0;1;0.0;0;0;3
326;11;2021;758.0;0.0;-190.9;-2;758.0;38.0;0;0;0;0;1;0;0;1;0.0;0;0;3
326;12;2021;878.0;0.0;120.0;0;878.0;39.0;0;0;0;0;1;0;0;1;0.0;0;0;3
331;2;2021;4032.2;0.0;1793.2;-8;74.67;29.0;0;0;0;0;1;0;0;1;0.0;0;0;3
331;3;2021;4022.85;500.0;490.65;16;64.61;30.0;0;0;0;0;1;0;0;1;0.0;0;0;3
331;4;2021;2743.05;0.0;-1779.8;1;38.63;31.0;0;0;0;0;1;0;0;1;0.0;0;0;3
331;5;2021;5529.75;0.0;2786.7;19;61.44;32.0;0;0;0;0;1;0;0;1;0.0;0;0;3
331;6;2021;2946.0;0.0;-2583.75;-55;84.17;33.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;2;2021;96507.05;0.0;881.92;11;1635.71;29.0;0;1;0;0;0;0;0;1;0.0;0;0;3
335;2;2021;96507.05;0.0;881.92;11;1635.71;29.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;3;2021;105016.5;1150.0;9659.45;-3;1895.83;30.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;3;2021;105016.5;1150.0;9659.45;-3;1895.83;30.0;0;1;0;0;0;0;0;1;0.0;0;0;3
335;4;2021;52198.6;13095.0;-40872.9;-6;1305.87;31.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;4;2021;52198.6;13095.0;-40872.9;-6;1305.87;31.0;0;1;0;0;0;0;0;1;0.0;0;0;3
335;5;2021;51260.16;453.0;-13580.44;-7;1202.63;32.0;0;1;0;0;0;0;0;1;0.0;0;0;3
335;5;2021;51260.16;453.0;-13580.44;-7;1202.63;32.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;6;2021;55798.0;0.0;4084.84;-2;1360.93;33.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;7;2021;4410.0;0.0;-51388.0;-40;4410.0;34.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;8;2021;2035.0;0.0;-2375.0;3;508.75;35.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;9;2021;459.0;0.0;-1576.0;-2;229.5;36.0;0;0;0;0;1;0;0;1;0.0;0;0;3
335;10;2021;2440.0;0.0;1981.0;3;488.0;37.0;0;0;0;0;1;0;0;1;0.0;0;0;3
368;2;2021;8900.0;0.0;-5250.0;-4;556.25;28.0;0;0;0;0;1;0;0;1;0.0;0;0;3
368;4;2021;3345.0;0.0;3345.0;7;477.86;30.0;0;0;0;0;1;0;0;1;2.0;0;0;5
368;5;2021;9612.0;0.0;6267.0;22;331.45;31.0;0;0;0;0;1;0;0;1;-2.0;0;0;3
368;6;2021;8151.0;0.0;-1461.0;1;271.7;32.0;0;0;0;0;1;0;0;1;0.0;0;0;3
368;7;2021;26330.0;0.0;18179.0;13;612.33;33.0;0;0;0;0;1;0;0;1;0.0;0;0;3
368;8;2021;17059.0;0.0;-9271.0;-12;550.29;34.0;0;0;0;0;1;0;0;1;0.0;0;0;3
368;9;2021;20428.0;0.0;3369.0;14;453.96;35.0;0;0;0;0;1;0;0;1;0.0;0;0;3
368;10;2021;11312.0;0.0;-9116.0;-9;314.22;36.0;0;0;0;0;1;0;0;1;0.0;0;0;3
368;11;2021;12980.0;0.0;1668.0;-4;405.63;37.0;0;0;0;0;1;0;0;1;0.0;0;0;3
368;12;2021;8744.0;0.0;-4236.0;-19;672.62;38.0;0;0;0;0;1;0;0;1;0.0;0;0;3
413;1;2022;120.0;0.0;-1810.0;-9;60.0;39.0;0;0;0;0;1;0;0;1;0.0;0;0;3
414;1;2022;6755.0;0.0;2406.0;-1;1125.83;39.0;0;0;0;0;1;0;0;1;0.0;0;0;3
470;2;2021;3455.3;0.0;-144.2;-8;314.12;28.0;0;0;0;0;1;0;0;1;0.0;0;0;3
470;3;2021;3754.6;0.0;299.3;5;234.66;29.0;0;0;0;0;1;0;0;1;0.0;0;0;3
470;4;2021;1058.8;0.0;-2695.8;-11;211.76;30.0;0;0;0;0;1;0;0;1;0.0;0;0;3
471;2;2021;13618.0;0.0;-4756.0;0;94.57;28.0;0;0;0;0;1;0;0;1;0.0;0;0;3
471;3;2021;14638.0;185.0;1205.0;5;99.48;29.0;0;0;0;0;1;0;0;1;0.0;0;0;3
471;4;2021;22705.0;0.0;7882.0;-8;161.03;30.0;0;0;0;0;1;0;0;1;0.0;0;0;3
471;5;2021;17288.0;0.0;-5417.0;7;116.81;31.0;0;0;0;0;1;0;0;1;0.0;0;0;3
471;6;2021;25416.0;0.0;8128.0;24;147.77;32.0;0;0;0;0;1;0;0;1;0.0;0;0;3
